titulo,fecha,autor,link,fecha_iso,anio,mes,dia,palabras_titulo,ejes_semanticos,activadores,sin_eje,activadores_eje
La reintroducción de los jaguares: ¿qué pasa con los animales que son rescatados del tráfico?,3 Abr 2025,Yvette Sierra Praeli,https://es.mongabay.com/2025/04/reintroduccion-jaguares-animales-rescatados-trafico/,2025-04-03,2025,4,3,15,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['animal'], 'crimen_ilegalidad': ['tráfico']}",False,tráfico
"¿Cómo la pesca ilegal, las bandas criminales de piratas y la contaminación por plásticos están amenazando los mares peruanos? Lecturas ambientales",30 Mar 2025,Mongabay Latam,https://es.mongabay.com/2025/03/pesca-ilegal-piratas-contaminacion-plasticos-destruyendo-mares-peruanos/,2025-03-30,2025,3,30,21,"['biodiversidad_conservacion', 'economia_desarrollo', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['contaminación', 'mar'], 'economia_desarrollo': ['pesca'], 'crimen_ilegalidad': ['amenazar', 'criminal', 'ilegal']}",False,"amenazar, criminal, ilegal"
¿Qué está pasando con la pesca ilegal frente a la Reserva Nacional de Illescas? | Podcast,26 Mar 2025,Mongabay Latam,https://es.mongabay.com/podcast/2025/03/que-esta-pasando-con-la-pesca-ilegal-en-la-resera-nacional-de-illescas-podcast/,2025-03-26,2025,3,26,16,"['biodiversidad_conservacion', 'economia_desarrollo', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['reserva'], 'economia_desarrollo': ['pesca'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
El mar peruano que baña la Reserva Nacional de Illescas es acechado por la pesca ilegal,24 Mar 2025,Ramiro Escobar,https://es.mongabay.com/2025/03/mar-peruano-reserva-illescas-acechado-pesca-ilegal/,2025-03-24,2025,3,24,16,"['biodiversidad_conservacion', 'economia_desarrollo', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['mar', 'reserva'], 'economia_desarrollo': ['pesca'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
"Sol y Luna, los dos cachorros de jaguar rescatados del tráfico de fauna silvestre en Perú",24 Mar 2025,Geraldine Santos,https://es.mongabay.com/2025/03/sol-luna-cachorros-jaguar-rescatados-trafico-fauna-silvestre-peru/,2025-03-24,2025,3,24,16,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['fauna'], 'crimen_ilegalidad': ['tráfico']}",False,tráfico
Gobierno peruano ratifica sanciones económicas a 11 empresas pesqueras por pescar ilegalmente en Reserva Nacional de Paracas,21 Mar 2025,Lourdes Fernández Calvo,https://es.mongabay.com/2025/03/gobierno-peruano-ratifica-sanciones-economicas-empresas-pescar-ilegalmente-paracas/,2025-03-21,2025,3,21,17,"['biodiversidad_conservacion', 'politica_gobernabilidad', 'economia_desarrollo', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['reserva'], 'politica_gobernabilidad': ['gobierno'], 'economia_desarrollo': ['pescar', 'pesquero'], 'crimen_ilegalidad': ['ilegalmente']}",False,ilegalmente
"Imágenes revelan la tragedia de los cóndores: disparos, envenenamiento y contaminación amenazan a la especie en Sudamérica | Reportaje fotográfico",14 Mar 2025,Mongabay Latam,https://es.mongabay.com/2025/03/imagenes-revelan-tragedia-condores-sudamerica-reportaje-fotografico/,2025-03-14,2025,3,14,20,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['contaminación', 'especie'], 'crimen_ilegalidad': ['amenazar']}",False,amenazar
En Perú introducen ilegalmente a los capibaras en la comercialización de carnes silvestres,14 Mar 2025,Geraldine Santos,https://es.mongabay.com/2025/03/peru-introducen-ilegalmente-capibaras-comercializacion-carnes-silvestres/,2025-03-14,2025,3,14,13,['crimen_ilegalidad'],{'crimen_ilegalidad': ['ilegalmente']},False,ilegalmente
Crece la minería ilegal en Perú: 50 nuevas dragas ponen en riesgo al río Nanay y comunidades indígenas,11 Mar 2025,Yvette Sierra Praeli,https://es.mongabay.com/2025/03/crece-mineria-ilegal-peru-nuevas-dragas-riesgo-rio-nanay-comunidades-indigenas/,2025-03-11,2025,3,11,18,"['biodiversidad_conservacion', 'sociedad_comunidades', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['río'], 'sociedad_comunidades': ['comunidad', 'indígena'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
Estudio muestra el impacto del extractivismo y la ilegalidad en la vida de las mujeres en la Amazonía de Perú y Colombia,8 Mar 2025,Yvette Sierra Praeli,https://es.mongabay.com/2025/03/extractivismo-violencia-contra-mujeres-ilegalidad-amazonia-peru-y-colombia/,2025-03-08,2025,3,8,22,"['biodiversidad_conservacion', 'sociedad_comunidades', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['amazonía'], 'sociedad_comunidades': ['impacto'], 'crimen_ilegalidad': ['ilegalidad']}",False,ilegalidad
Minería ilegal en la Amazonía: “La gobernanza criminal se está expandiendo y está siendo cada vez más violenta” | ENTREVISTA,2 Mar 2025,Emilia Delfino,https://es.mongabay.com/2025/03/mineria-ilegal-amazonia-violencia-criminal-gobernanza-hoetmer-entrevista/,2025-03-02,2025,3,2,20,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['amazonía'], 'crimen_ilegalidad': ['criminal', 'ilegal']}",False,"criminal, ilegal"
Astilleros ilegales en Perú: el mercado negro detrás de la construcción prohibida de embarcaciones,24 Feb 2025,Enrique Vera,https://es.mongabay.com/2025/02/astilleros-ilegales-peru-mercado-negro-construccion-prohibida-embarcaciones/,2025-02-24,2025,2,24,14,['crimen_ilegalidad'],{'crimen_ilegalidad': ['ilegal']},False,ilegal
Perú: funcionarios investigados por beneficiar a empresas exportadoras de aletas de tiburón decidirán sobre compañías que pescan ilegalmente en Paracas,16 Feb 2025,Lourdes Fernández Calvo,https://es.mongabay.com/2025/02/peru-funcionarios-investigados-por-beneficiar-a-empresas-exportadoras-de-aletas-de-tiburon-decidiran-sobre-companias-que-pescan-ilegalmente-en-paracas/,2025-02-16,2025,2,16,20,"['economia_desarrollo', 'crimen_ilegalidad']","{'economia_desarrollo': ['pescar'], 'crimen_ilegalidad': ['ilegalmente']}",False,ilegalmente
¿Por qué amenazan a los científicos en Latinoamérica? | Podcast,15 Feb 2025,Mongabay Latam,https://es.mongabay.com/podcast/2025/02/por-que-amenazan-a-los-cientificos-en-latinoamerica-podcast/,2025-02-15,2025,2,15,10,['crimen_ilegalidad'],{'crimen_ilegalidad': ['amenazar']},False,amenazar
Carreteras en la Amazonía peruana: de vías de conexión a caminos para el narcotráfico y la minería ilegal,13 Feb 2025,Yvette Sierra Praeli,https://es.mongabay.com/2025/02/carreteras-amazonia-peruana-narcotrafico-mineria-ilegal/,2025-02-13,2025,2,13,18,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['amazonía'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
Día Mundial de los Humedales: las amenazas que ponen en riesgo a estas reservas de agua en la región,2 Feb 2025,Yvette Sierra Praeli,https://es.mongabay.com/2025/02/dia-mundial-de-los-humedales-amenazas-reservas-de-agua/,2025-02-02,2025,2,2,19,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['humedal', 'reserva'], 'crimen_ilegalidad': ['amenaza']}",False,amenaza
Castañeros y guardianes: productores impiden el ingreso de la minería ilegal en áreas protegidas de la Amazonía peruana,31 Ene 2025,Geraldine Santos,https://es.mongabay.com/2025/01/castaneros-guardianes-productores-impiden-ingreso-mineria-ilegal-areas-protegidas-amazonia-peruana/,2025-01-31,2025,1,31,18,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['amazonía', 'protegido', 'área'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
Las hijas de la yuca: mujeres bora procesan tubérculos como alternativa a actividades ilegales,29 Ene 2025,Geraldine Santos,https://es.mongabay.com/2025/01/hijas-de-la-yuca-mujeres-procesan-tuberculos-alternativa-actividades-ilegales/,2025-01-29,2025,1,29,14,"['economia_desarrollo', 'crimen_ilegalidad']","{'economia_desarrollo': ['actividad'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
Perú: propuesta de decreto supremo abriría la puerta a la pesca ilegal en áreas protegidas,27 Ene 2025,Michelle Carrere,https://es.mongabay.com/2025/01/peru-propuesta-decreto-supremo-abriria-puerta-pesca-ilegal-areas-protegidas/,2025-01-27,2025,1,27,15,"['biodiversidad_conservacion', 'politica_gobernabilidad', 'economia_desarrollo', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['protegido', 'área'], 'politica_gobernabilidad': ['decreto'], 'economia_desarrollo': ['pesca'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
Piratas extorsionan y asesinan a pescadores artesanales en la costa norperuana sin respuesta de las autoridades,20 Ene 2025,Mongabay Latam,https://es.mongabay.com/2025/01/piratas-extorsionan-asesinan-pescadores-artesanales-costa-norperuana-sin-respuesta-autoridades/,2025-01-20,2025,1,20,16,"['politica_gobernabilidad', 'economia_desarrollo', 'crimen_ilegalidad']","{'politica_gobernabilidad': ['autoridad'], 'economia_desarrollo': ['pescador'], 'crimen_ilegalidad': ['asesinar']}",False,asesinar
"Violencia contra defensores, crimen organizado, crisis climática: desafíos ambientales que enfrenta Latinoamérica en 2025",19 Ene 2025,Mongabay Latam,https://es.mongabay.com/2025/01/violencia-contra-defensores-crimen-organizado-crisis-climatica-desafios-ambientales-latinoamerica/,2025-01-19,2025,1,19,14,"['biodiversidad_conservacion', 'sociedad_comunidades', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['climático'], 'sociedad_comunidades': ['organizado'], 'crimen_ilegalidad': ['crimen', 'violencia']}",False,"crimen, violencia"
Narcopistas en la Amazonía peruana amenazan pueblos indígenas y ecosistemas sensibles | Cinco lecturas sobre el tema,12 Ene 2025,Mongabay Latam,https://es.mongabay.com/2025/01/narcopistas-amazonia-peruana-amenazan-pueblos-indigenas-ecosistemas-sensibles/,2025-01-12,2025,1,12,17,"['biodiversidad_conservacion', 'sociedad_comunidades', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['amazonía', 'ecosistema'], 'sociedad_comunidades': ['indígena', 'pueblo'], 'crimen_ilegalidad': ['amenazar']}",False,amenazar
Las deudas ambientales en Perú 2024: un año de debilitamiento ambiental y el avance de las economías ilegales,6 Ene 2025,Yvette Sierra Praeli,https://es.mongabay.com/2025/01/deudas-ambientales-peru-2024-debilitamiento-ambiental-avance-economia-ilegales/,2025-01-06,2025,1,6,18,"['economia_desarrollo', 'crimen_ilegalidad']","{'economia_desarrollo': ['economía'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
Derrame de petróleo amenaza una de las áreas marinas más biodiversas de Perú,24 Dic 2024,Carlos Chunga,https://es.mongabay.com/2024/12/derrame-de-petroleo-amenaza-areas-marinas-biodiversas-peru/,2024-12-24,2024,12,24,13,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['marino', 'área'], 'crimen_ilegalidad': ['amenazar']}",False,amenazar
Los Villanos de Tahuamanu: los traficantes que ingresan madera ilegal desde Bolivia a Perú,5 Dic 2024,Yvette Sierra Praeli,https://es.mongabay.com/2024/12/los-villanos-de-tahuamanu-traficantes-que-ingresan-madera-ilegal-desde-bolivia-a-peru/,2024-12-05,2024,12,5,14,['crimen_ilegalidad'],"{'crimen_ilegalidad': ['ilegal', 'traficante']}",False,"ilegal, traficante"
#EnCorto: minería ilegal y narcotráfico amenazan a la Reserva Comunal El Sira,21 Nov 2024,Mongabay Latam,https://es.mongabay.com/2024/11/encorto-mineria-ilegal-y-narcotrafico-amenazan-a-la-reserva-comunal-el-sira/,2024-11-21,2024,11,21,12,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['reserva'], 'crimen_ilegalidad': ['amenazar', 'ilegal']}",False,"amenazar, ilegal"
Las pistas ilegales que exponen al pueblo kakataibo a la violencia del narcotráfico,12 Nov 2024,Mongabay Latam,https://es.mongabay.com/2024/11/las-pistas-ilegales-que-exponen-al-pueblo-kakataibo-a-la-violencia-del-narcotrafico/,2024-11-12,2024,11,12,13,"['sociedad_comunidades', 'crimen_ilegalidad']","{'sociedad_comunidades': ['pueblo'], 'crimen_ilegalidad': ['ilegal', 'violencia']}",False,"ilegal, violencia"
Sobrepesca y falta de regulación afectan las capturas de uno de los peces más codiciados y amenazados en Perú,21 Oct 2024,Ramiro Escobar,https://es.mongabay.com/2024/10/sobrepesca-falta-de-regulacion-mero-amenazado-pesca/,2024-10-21,2024,10,21,19,"['biodiversidad_conservacion', 'politica_gobernabilidad', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['pez'], 'politica_gobernabilidad': ['regulación'], 'crimen_ilegalidad': ['amenazado']}",False,amenazado
Perú: segundo defensor ambiental asesinado en el  área de influencia de la Reserva Comunal Amarakaeri en Madre de Dios,14 Oct 2024,Geraldine Santos,https://es.mongabay.com/2024/10/peru-segundo-defensor-ambiental-asesinado-en-el-area-de-influencia-de-la-reserva-comunal-amarakaeri-en-madre-de-dios/,2024-10-14,2024,10,14,19,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['reserva', 'área'], 'crimen_ilegalidad': ['asesinado']}",False,asesinado
"En Perú, conservacionistas y arqueólogos se unen para salvar a un gecko amenazado",11 Oct 2024,James Hall,https://es.mongabay.com/2024/10/peru-conservacionistas-arqueologos-se-unen-para-salvar-gecko-amenazado/,2024-10-11,2024,10,11,13,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['conservacionista'], 'crimen_ilegalidad': ['amenazado']}",False,amenazado
CAPÍTULO 6 | Cultura y los grupos humanos que definen el presente de la Panamazonía | LIBRO,23 Sep 2024,Timothy J. Killeen,https://es.mongabay.com/2024/09/cultura-grupos-humanos-definen-presente-de-panamazonia-libro/,2024-09-23,2024,9,23,17,['crimen_ilegalidad'],{'crimen_ilegalidad': ['grupo']},False,grupo
"EN VIDEO: Contaminación por petróleo, minería ilegal y plásticos afecta gravemente a la biodiversidad y comunidades del Perú",8 Sep 2024,Mongabay Latam,https://es.mongabay.com/2024/09/video-contaminacion-petroleo-mineria-ilegal-plasticos-afecta-biodiversidad-comunidades-peru/,2024-09-08,2024,9,8,18,"['biodiversidad_conservacion', 'sociedad_comunidades', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['biodiversidad', 'contaminación'], 'sociedad_comunidades': ['comunidad'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
Pescadores en Perú enfrentan a los ilegales: “Nos hemos organizado para trabajar la Chita pese a los peligros”,5 Ago 2024,Leslie Moreno Custodio,https://es.mongabay.com/2024/08/pescadores-peru-enfrentan-ilegales-conservacion-chita-oceanos/,2024-08-05,2024,8,5,18,"['economia_desarrollo', 'sociedad_comunidades', 'crimen_ilegalidad']","{'economia_desarrollo': ['pescador'], 'sociedad_comunidades': ['organizar'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
Áreas protegidas amazónicas bajo grave amenaza por minería y narcotráfico,30 Jul 2024,Mongabay Latam,https://es.mongabay.com/video/2024/07/video-areas-protegidas-amazonicas-mineria-narcotrafico/,2024-07-30,2024,7,30,10,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['protegido', 'área'], 'crimen_ilegalidad': ['amenaza']}",False,amenaza
"Comunidades indígenas kakataibo: acorraladas por el narcotráfico, la invasión de tierras y los asesinatos en Perú | Cinco lecturas ambientales",28 Jul 2024,Mongabay Latam,https://es.mongabay.com/2024/07/comunidades-indigenas-kakataibo-acorraladas-narcotrafico-invasion-asesinatos-peru/,2024-07-28,2024,7,28,20,"['sociedad_comunidades', 'crimen_ilegalidad']","{'sociedad_comunidades': ['comunidad', 'indígena'], 'crimen_ilegalidad': ['asesinato']}",False,asesinato
La violencia replegó al Estado peruano y presiona la Reserva Nacional Tambopata en Perú,24 Jul 2024,Elizabeth Salazar Vega,https://es.mongabay.com/2024/07/violencia-replego-al-estado-peruano-presiona-reserva-nacional-tambopata-peru/,2024-07-24,2024,7,24,14,"['biodiversidad_conservacion', 'politica_gobernabilidad', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['reserva'], 'politica_gobernabilidad': ['estado'], 'crimen_ilegalidad': ['violencia']}",False,violencia
Reserva Comunal El Sira: minería ilegal y narcotráfico presionan área natural de la selva peruana,24 Jul 2024,Enrique Vera,https://es.mongabay.com/2024/07/reserva-comunal-el-sira-mineria-ilegal-narcotrafico-presionan-area-natural/,2024-07-24,2024,7,24,15,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['reserva', 'selva', 'área'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
Minería ilegal en Perú: monitoreo satelital registra en un solo mes 38 dragas en ríos Nanay y Aguaytía,23 Jul 2024,Yvette Sierra Praeli,https://es.mongabay.com/2024/07/mineria-ilegal-peru-dragas-rios-nanay-aguaytia/,2024-07-23,2024,7,23,18,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['río'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
Líder indígena desaparecido en medio de ola de violencia que amenaza a 32 defensores más de la selva central de Perú,13 Jul 2024,Yvette Sierra Praeli,https://es.mongabay.com/2024/07/lider-indigena-mariano-isacama-desaparecido-violencia-amenaza-defensores-selva-central-peru/,2024-07-13,2024,7,13,21,"['biodiversidad_conservacion', 'sociedad_comunidades', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['selva'], 'sociedad_comunidades': ['líder'], 'crimen_ilegalidad': ['amenazar', 'violencia']}",False,"amenazar, violencia"
Minería ilegal acorrala a comunidades indígenas y ríos amazónicos en Perú | Cinco lecturas sobre el tema,30 Jun 2024,,https://es.mongabay.com/2024/06/mineria-ilegal-acorrala-comunidades-indigenas-rios-amazonicos-peru/,2024-06-30,2024,6,30,17,"['biodiversidad_conservacion', 'sociedad_comunidades', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['río'], 'sociedad_comunidades': ['comunidad', 'indígena'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
Minería ilegal en Perú: pueblos indígenas se enfrentan a mineros ilegales y grupos criminales en Amazonas,25 Jun 2024,Yvette Sierra Praeli,https://es.mongabay.com/2024/06/mineria-ilegal-en-peru-pueblos-indigenas-se-enfrentan-a-mineros-ilegales-y-grupos-criminales-en-amazonas/,2024-06-25,2024,6,25,16,"['biodiversidad_conservacion', 'sociedad_comunidades', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['amazona'], 'sociedad_comunidades': ['indígena', 'pueblo'], 'crimen_ilegalidad': ['criminal', 'grupo', 'ilegal']}",False,"criminal, grupo, ilegal"
"EN VIDEO | Pasivos ambientales, minería ilegal y narcotráfico acorralan a los ecosistemas y comunidades del Perú",22 Jun 2024,Mongabay Latam,https://es.mongabay.com/2024/06/video-pasivos-ambientales-mineria-ilegal-narcotrafico-peru/,2024-06-22,2024,6,22,17,"['biodiversidad_conservacion', 'sociedad_comunidades', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['ecosistema'], 'sociedad_comunidades': ['comunidad'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
EN VIDEO | ¿Cuál es el impacto de la contaminación por mercurio de la minería ilegal en aves del Perú?,13 Jun 2024,Mongabay Latam,https://es.mongabay.com/2024/06/video-contaminacion-por-mercurio-mineria-ilegal-aves-peru/,2024-06-13,2024,6,13,20,"['biodiversidad_conservacion', 'sociedad_comunidades', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['ave', 'contaminación'], 'sociedad_comunidades': ['impacto'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
Perú: asesinan a guardaparque de la Reserva Comunal Amarakaeri,23 Abr 2024,Geraldine Santos,https://es.mongabay.com/2024/04/peru-asesinan-guardaparque-victorio-dariquebe-reserva-comunal-amarakaeri/,2024-04-23,2024,4,23,9,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['reserva'], 'crimen_ilegalidad': ['asesinar']}",False,asesinar
Contra la impunidad: tres casos de asesinatos de líderes indígenas que buscan obtener justicia,20 Abr 2024,Mongabay Latam,https://es.mongabay.com/2024/04/asesinatos-lideres-indigenas-buscan-obtener-justicia/,2024-04-20,2024,4,20,14,"['politica_gobernabilidad', 'sociedad_comunidades', 'crimen_ilegalidad']","{'politica_gobernabilidad': ['justicia'], 'sociedad_comunidades': ['indígena', 'líder'], 'crimen_ilegalidad': ['asesinato']}",False,asesinato
“Para ese derrame de sangre no hay cura”: condenan a 28 años de cárcel a asesinos del caso Saweto,12 Abr 2024,Enrique Vera,https://es.mongabay.com/2024/04/condenan-carcel-asesinos-caso-saweto-peru/,2024-04-12,2024,4,12,19,['crimen_ilegalidad'],{'crimen_ilegalidad': ['asesino']},False,asesino
Minería ilegal en la Panamazonía: un desastre ecológico para las llanuras aluviales y las comunidades locales | LIBRO,8 Abr 2024,Timothy J. Killeen,https://es.mongabay.com/2024/04/mineria-ilegal-panamazonia-desastre-ecologico-llanuras-aluviales-libro/,2024-04-08,2024,4,8,18,"['sociedad_comunidades', 'crimen_ilegalidad']","{'sociedad_comunidades': ['comunidad'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
Amenaza silenciosa: comercio de aceite y carne amenaza a tiburones y rayas de aguas profundas | ESTUDIO,3 Abr 2024,Astrid Arellano,https://es.mongabay.com/2024/04/comercio-aceite-carne-amenaza-tiburones-rayas-aguas-profundas-estudio/,2024-04-03,2024,4,3,17,['crimen_ilegalidad'],"{'crimen_ilegalidad': ['amenaza', 'amenazar']}",False,"amenaza, amenazar"
Contaminación por mercurio de minería ilegal ya puede detectarse en aves de Madre de Dios en Perú,19 Mar 2024,David Tarazona,https://es.mongabay.com/2024/03/contaminacion-por-mercurio-de-mineria-ilegal-ya-puede-detectarse-en-aves-de-madre-de-dios-en-peru/,2024-03-19,2024,3,19,17,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['ave', 'contaminación'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
Perú: dictan 18 meses de prisión preventiva para presuntos responsables del asesinato del líder indígena Quinto Inuma,5 Mar 2024,Yvette Sierra Praeli,https://es.mongabay.com/2024/03/peru-prision-preventiva-para-presuntos-responsables-asesinato-lider-indigena-quinto-inuma/,2024-03-05,2024,3,5,17,"['sociedad_comunidades', 'crimen_ilegalidad']","{'sociedad_comunidades': ['líder'], 'crimen_ilegalidad': ['asesinato']}",False,asesinato
Comunidades wampís acorraladas en Perú: cuadrillas de mineros ilegales operan sobre 30 sectores del río Santiago,27 Feb 2024,Enrique Vera,https://es.mongabay.com/2024/02/comunidades-wampis-acorraladas-en-peru-mineros-ilegales-rio-santiago/,2024-02-27,2024,2,27,16,"['biodiversidad_conservacion', 'sociedad_comunidades', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['río'], 'sociedad_comunidades': ['comunidad'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
Falta de transparencia en Ecuador dificulta lucha contra el tráfico ilegal de tiburones,21 Feb 2024,Carlos Chunga,https://es.mongabay.com/2024/02/falta-de-transparencia-en-ecuador-dificulta-lucha-contra-trafico-ilegal-de-tiburones/,2024-02-21,2024,2,21,13,['crimen_ilegalidad'],"{'crimen_ilegalidad': ['ilegal', 'tráfico']}",False,"ilegal, tráfico"
"Pese a críticas, Congreso peruano busca aprobar ley que favorece a minería ilegal",12 Feb 2024,Yvette Sierra Praeli,https://es.mongabay.com/2024/02/congreso-peruano-busca-aprobar-ley-que-favorece-a-mineria-ilegal/,2024-02-12,2024,2,12,13,"['politica_gobernabilidad', 'crimen_ilegalidad']","{'politica_gobernabilidad': ['congreso', 'ley'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
Tráfico ilegal de tiburones en peligro de extinción continúa desde Ecuador a Perú,29 Ene 2024,Enrique Vera,https://es.mongabay.com/2024/01/trafico-ilegal-de-tiburones-en-peligro-de-extincion-continua-desde-ecuador-a-peru/,2024-01-29,2024,1,29,13,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['extinción'], 'crimen_ilegalidad': ['ilegal', 'tráfico']}",False,"ilegal, tráfico"
"Deforestación, defensores, economías ilegales: estos son los desafíos ambientales de Latinoamérica para 2024",21 Ene 2024,Mongabay Latam,https://es.mongabay.com/2024/01/deforestacion-defensores-economias-ilegales-desafios-ambientales-latinoamerica-2024/,2024-01-21,2024,1,21,13,"['biodiversidad_conservacion', 'economia_desarrollo', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['deforestación'], 'economia_desarrollo': ['economía'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
La dinámica de la violencia en pos de la tierra | LIBRO,17 Ene 2024,Timothy J. Killeen,https://es.mongabay.com/2024/01/dinamica-de-violencia-en-pos-de-la-tierra-libro/,2024-01-17,2024,1,17,12,['crimen_ilegalidad'],{'crimen_ilegalidad': ['violencia']},False,violencia
Desafíos ambientales de Perú en 2024: fortalecer la legislación ambiental y enfrentar a las economías ilegales,11 Ene 2024,Yvette Sierra Praeli,https://es.mongabay.com/2024/01/desafios-ambientales-peru-2024-fortalecer-legislacion-ambiental/,2024-01-11,2024,1,11,16,"['economia_desarrollo', 'crimen_ilegalidad']","{'economia_desarrollo': ['economía'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
"Delitos ambientales, petróleo y enemigas de la biodiversidad: cinco investigaciones transfronterizas que marcaron el 2023 en Latinoamérica",20 Dic 2023,Mongabay Latam,https://es.mongabay.com/2023/12/delitos-ambientales-cinco-investigaciones-transfronterizas-que-marcaron-2023-latinoamerica/,2023-12-20,2023,12,20,17,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['biodiversidad', 'marcar'], 'crimen_ilegalidad': ['delito']}",False,delito
"Minería ilegal en el río Cenepa: operativos reducen número de dragas a la mitad, pero el riesgo continúa en la Amazonía peruana",19 Dic 2023,Enrique Vera,https://es.mongabay.com/2023/12/mineria-ilegal-rio-cenepa-operativos-riesgo-continua-amazonia-peruana/,2023-12-19,2023,12,19,22,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['amazonía', 'río'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
Balance ambiental de Perú en 2023: economías ilegales avanzan en la Amazonía y persiste la impunidad ante los crímenes de líderes indígenas,13 Dic 2023,Yvette Sierra Praeli,https://es.mongabay.com/2023/12/balance-ambiental-peru-2023-economias-ilegales-crimenes-lideres-indigenas/,2023-12-13,2023,12,13,22,"['biodiversidad_conservacion', 'economia_desarrollo', 'sociedad_comunidades', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['amazonía'], 'economia_desarrollo': ['economía'], 'sociedad_comunidades': ['indígena', 'líder'], 'crimen_ilegalidad': ['crimen', 'ilegal']}",False,"crimen, ilegal"
Asesinato de líder indígena Quinto Inuma devela el nivel de amenaza que enfrentan defensores ambientales en la Amazonía peruana,1 Dic 2023,Gloria Alvitres y Geraldine Santos,https://es.mongabay.com/2023/12/asesinato-lider-indigena-quinto-inuma-amazonia-peruana/,2023-12-01,2023,12,1,19,"['biodiversidad_conservacion', 'sociedad_comunidades', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['amazonía'], 'sociedad_comunidades': ['líder'], 'crimen_ilegalidad': ['amenaza', 'asesinato']}",False,"amenaza, asesinato"
