titulo,fecha,autor,link,fecha_iso,anio,mes,dia,palabras_titulo,ejes_semanticos,activadores,sin_eje,activadores_eje
Perú: 3 mil pescadores artesanales de merluza podrían pasar a la ilegalidad en los próximos días,28 Mar 2022,Michelle Carrere,https://es.mongabay.com/2022/03/peru-pescadores-artesanales-de-merluza-podria-pasar-a-la-ilegalidad/,2022-03-28,2022,3,28,16,"['economia_desarrollo', 'crimen_ilegalidad']","{'economia_desarrollo': ['pescador'], 'crimen_ilegalidad': ['ilegalidad']}",False,ilegalidad
"Desastre ambiental en Perú, defensores asesinados en Colombia, conservación de ecosistemas en México y más",30 Ene 2022,Mongabay Latam,https://es.mongabay.com/2022/01/desastre-ambiental-en-peru-defensores-asesinados-en-colombia-conservacion-de-ecosistemas-en-mexico/,2022-01-30,2022,1,30,15,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['conservación', 'ecosistema'], 'crimen_ilegalidad': ['asesinado']}",False,asesinado
"Las deudas ambientales de Perú en 2021: narcotráfico y comunidades invadidas, aumento de la deforestación y violencia contra líderes indígenas",1 Ene 2022,Yvette Sierra Praeli,https://es.mongabay.com/2022/01/deudas-ambientales-de-peru-en-2021/,2022-01-01,2022,1,1,20,"['biodiversidad_conservacion', 'sociedad_comunidades', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['deforestación'], 'sociedad_comunidades': ['comunidad', 'indígena', 'líder'], 'crimen_ilegalidad': ['violencia']}",False,violencia
"A medida que la ruta de la tala ilegal en Perú se acerca a Brasil, los grupos indígenas advierten un desastre",16 Dic 2021,Ana Ionova,https://es.mongabay.com/2021/12/ruta-de-tala-ilegal-en-peru-se-acerca-a-brasil/,2021-12-16,2021,12,16,21,"['sociedad_comunidades', 'crimen_ilegalidad']","{'sociedad_comunidades': ['indígena'], 'crimen_ilegalidad': ['grupo', 'ilegal']}",False,"grupo, ilegal"
"Asesinan a defensor ambiental, tráfico de especies, tortugas marinas en peligro y más",12 Dic 2021,Mongabay Latam,https://es.mongabay.com/2021/12/asesinan-a-defensor-ambiental-trafico-especies-medioambiente/,2021-12-12,2021,12,12,13,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['especie', 'marino'], 'crimen_ilegalidad': ['asesinar', 'tráfico']}",False,"asesinar, tráfico"
Perú: diez animales silvestres fueron rescatados de un centro de exhibición ilegal en la triple frontera,7 Dic 2021,Yvette Sierra Praeli,https://es.mongabay.com/2021/12/peru-animales-silvestres-fueron-rescatados-en-la-triple-frontera/,2021-12-07,2021,12,7,16,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['animal'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
"Defensoras indígenas amenazadas, venta ilegal de hipopótamos, bosques en peligro y más",28 Nov 2021,Mongabay Latam,https://es.mongabay.com/2021/11/defensoras-indigenas-amenazadas-venta-ilegal-de-hipopotamos-bosques-en-peligro-y-mas/,2021-11-28,2021,11,28,12,"['biodiversidad_conservacion', 'sociedad_comunidades', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['bosque'], 'sociedad_comunidades': ['indígena'], 'crimen_ilegalidad': ['amenazado', 'ilegal']}",False,"amenazado, ilegal"
Riesgo en Flor de Ucayali: grupo irrumpe a balazos en comunidad shipibo conibo,27 Nov 2021,Enrique Vera,https://es.mongabay.com/2021/11/comunidad-indigena-flor-de-ucayali-shipibo-conibo-pueblos-indigenas-defensores-amenazados/,2021-11-27,2021,11,27,13,"['sociedad_comunidades', 'crimen_ilegalidad']","{'sociedad_comunidades': ['comunidad'], 'crimen_ilegalidad': ['grupo']}",False,grupo
Perú: Congreso debate proyecto sobre tráfico de vida silvestre que pone en riesgo la legislación contra delitos ambientales,19 Nov 2021,Yvette Sierra Praeli,https://es.mongabay.com/2021/11/peru-proyecto-trafico-de-vida-silvestre-delitos-ambientales/,2021-11-19,2021,11,19,18,"['politica_gobernabilidad', 'crimen_ilegalidad']","{'politica_gobernabilidad': ['congreso'], 'crimen_ilegalidad': ['delito', 'tráfico']}",False,"delito, tráfico"
“Hostiles de la Amazonía”: al descubierto autoridades peruanas involucradas en red de tráfico de madera,2 Nov 2021,Fiorella Fiestas,https://es.mongabay.com/2021/11/hostiles-de-la-amazonia-gobernador-regional-madre-de-dios-trafico-madera/,2021-11-02,2021,11,2,15,"['biodiversidad_conservacion', 'politica_gobernabilidad', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['amazonía'], 'politica_gobernabilidad': ['autoridad'], 'crimen_ilegalidad': ['tráfico']}",False,tráfico
Peligro en el Manu: las vías que podrían conectar a un parque nacional con la minería ilegal y el narcotráfico,25 Oct 2021,"Bethan John, Vanessa Romo",https://es.mongabay.com/2021/10/peligro-en-el-manu-vias-mineria-ilegal-narcotrafico-peru/,2021-10-25,2021,10,25,20,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['parque'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
"Parque Nacional Alto Purús: «Las amenazas siguen en aumento y de no frenarse, el parque y la reserva mashco piro estarían en riesgo»",22 Oct 2021,Cristina Fernández Aguilar,https://es.mongabay.com/2021/10/parque-nacional-alto-purus-amenazas-narcotrafico-deforestacion-peru/,2021-10-22,2021,10,22,23,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['parque', 'reserva'], 'crimen_ilegalidad': ['amenaza']}",False,amenaza
"Paro amazónico, investigan al presidente Sebastián Piñera, especies amenazadas y más",16 Oct 2021,Mongabay Latam,https://es.mongabay.com/2021/10/paro-amazonico-especies-amenazadas/,2021-10-16,2021,10,16,11,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['especie'], 'crimen_ilegalidad': ['amenazado']}",False,amenazado
En video | Estudio revela que palma aceitera y soya se cultivan en bosques talados de manera ilegal,10 Oct 2021,Mongabay Latam,https://es.mongabay.com/2021/10/en-video-estudio-revela-que-palma-aceitera-y-soya-se-cultivan-en-bosques-talados-de-manera-ilegal/,2021-10-10,2021,10,10,18,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['bosque'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
Manco Cápac: la comunidad indígena que existe para los ilegales pero no para el Estado,5 Oct 2021,Daniel Carbajal,https://es.mongabay.com/2021/10/manco-capac-comunidad-indigena-deforestacion-narcotrafico-peru/,2021-10-05,2021,10,5,15,"['politica_gobernabilidad', 'sociedad_comunidades', 'crimen_ilegalidad']","{'politica_gobernabilidad': ['estado'], 'sociedad_comunidades': ['comunidad'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
San José de Karene: acorralada por la minería ilegal y las invasiones sin tener aún su territorio delimitado,4 Oct 2021,Fiorella Fiestas,https://es.mongabay.com/2021/10/san-jose-de-karene-mineria-ilegal-invasiones-peru/,2021-10-04,2021,10,4,18,"['sociedad_comunidades', 'crimen_ilegalidad']","{'sociedad_comunidades': ['territorio'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
"Comunidades en resistencia, deforestación y narcotráfico en Perú, tráfico de caballitos de mar y más",3 Oct 2021,Mongabay Latam,https://es.mongabay.com/2021/10/comunidades-en-resistencia-deforestacion-y-narcotrafico-en-peru-trafico-de-caballitos-de-mar-y-mas/,2021-10-03,2021,10,3,15,"['biodiversidad_conservacion', 'sociedad_comunidades', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['deforestación', 'mar'], 'sociedad_comunidades': ['comunidad'], 'crimen_ilegalidad': ['tráfico']}",False,tráfico
Catoteni: la comunidad ashéninka que defiende a la reserva El Sira de la tala ilegal y el narcotráfico,1 Oct 2021,"Douglas Tangoa, Vanessa Romo",https://es.mongabay.com/2021/10/catoteni-comunidad-asheninka-tala-ilegal-narcotrafico-peru/,2021-10-01,2021,10,1,18,"['biodiversidad_conservacion', 'sociedad_comunidades', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['reserva'], 'sociedad_comunidades': ['comunidad'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
"Unipacuyacu: casi treinta años en espera de la titulación, mientras invasores y  narcotraficantes devastan su territorio",1 Oct 2021,"Cristina Fernández Aguilar, Douglas Tangoa",https://es.mongabay.com/2021/10/unipacuyacu-titulacion-invasores-narcotraficantes-peru/,2021-10-01,2021,10,1,16,"['sociedad_comunidades', 'crimen_ilegalidad']","{'sociedad_comunidades': ['territorio'], 'crimen_ilegalidad': ['narcotraficant']}",False,narcotraficant
Comunidades en resistencia: acorraladas por la ilegalidad y la violencia en la Amazonía peruana,30 Sep 2021,Yvette Sierra Praeli,https://es.mongabay.com/2021/09/comunidades-acorraladas-por-ilegalidad-violencia-peru/,2021-09-30,2021,9,30,14,"['biodiversidad_conservacion', 'sociedad_comunidades', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['amazonía'], 'sociedad_comunidades': ['comunidad'], 'crimen_ilegalidad': ['ilegalidad', 'violencia']}",False,"ilegalidad, violencia"
Pueblos indígenas y delitos ambientales en Perú | Cifras,29 Sep 2021,Mongabay Latam,https://es.mongabay.com/2021/09/pueblos-indigenas-delitos-ambientales-peru-cifras/,2021-09-29,2021,9,29,9,"['sociedad_comunidades', 'crimen_ilegalidad']","{'sociedad_comunidades': ['indígena', 'pueblo'], 'crimen_ilegalidad': ['delito']}",False,delito
"Defensores ambientales en peligro, ballenas y cambio climático, tráfico de madera y más",17 Sep 2021,Mongabay Latam,https://es.mongabay.com/2021/09/defensores-ambientales-ballenas-cambio-climatico/,2021-09-17,2021,9,17,13,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['cambio', 'climático'], 'crimen_ilegalidad': ['tráfico']}",False,tráfico
"Tráfico de tiburones, comunidades indígenas bajo amenaza, conservación de especies y más",12 Sep 2021,Mongabay Latam,https://es.mongabay.com/2021/09/trafico-de-tiburones-comunidades-indigenas-conservacion/,2021-09-12,2021,9,12,12,"['biodiversidad_conservacion', 'sociedad_comunidades', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['conservación', 'especie'], 'sociedad_comunidades': ['comunidad', 'indígena'], 'crimen_ilegalidad': ['amenaza', 'tráfico']}",False,"amenaza, tráfico"
Tráfico de tiburones: empresa ecuatoriana sospechosa de contrabandear 26 toneladas de aletas sigue exportando,9 Sep 2021,Michelle Carrere,https://es.mongabay.com/2021/09/trafico-de-tiburones-empresa-ecuatoriana-sigue-exportando-peru/,2021-09-09,2021,9,9,14,['crimen_ilegalidad'],{'crimen_ilegalidad': ['tráfico']},False,tráfico
“Un grupo que me parece enigmático y apasionante son las serpientes venenosas” | Entrevista,2 Sep 2021,Yvette Sierra Praeli,https://es.mongabay.com/2021/09/serpientes-venenosas-entrevista-nuevas-especies-biodiversidad/,2021-09-02,2021,9,2,14,['crimen_ilegalidad'],{'crimen_ilegalidad': ['grupo']},False,grupo
Día Internacional de los Primates: tres historias de esperanza sobre especies amenazadas en Latinoamérica,1 Sep 2021,Yvette Sierra Praeli,https://es.mongabay.com/2021/09/dia-internacional-de-los-primates-conservacion-latinoamerica/,2021-09-01,2021,9,1,14,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['especie'], 'crimen_ilegalidad': ['amenazado']}",False,amenazado
"Probabilidad de nuevas pandemias, pueblos indígenas amenazados, biodiversidad en peligro en Chile y más",28 Ago 2021,Mongabay Latam,https://es.mongabay.com/2021/08/nuevas-pandemias-biodiversidad-en-peligro-en-chile-y-mas/,2021-08-28,2021,8,28,14,"['biodiversidad_conservacion', 'sociedad_comunidades', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['biodiversidad'], 'sociedad_comunidades': ['indígena', 'pueblo'], 'crimen_ilegalidad': ['amenazado']}",False,amenazado
Tráfico de especies:  la cadena de protección de la fauna silvestre en Madre de Dios | Reportaje fotográfico,21 Ago 2021,Mongabay Latam,https://es.mongabay.com/2021/08/trafico-de-especies-amazonia-madre-de-dios-reportaje-fotografico/,2021-08-21,2021,8,21,18,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['especie', 'fauna', 'protección'], 'crimen_ilegalidad': ['tráfico']}",False,tráfico
"Reconocimiento de sus territorios, respeto a los saberes ancestrales y cese a la violencia: el llamado urgente de los pueblos indígenas",9 Ago 2021,Yvette Sierra Praeli,https://es.mongabay.com/2021/08/dia-internacional-pueblos-indigenas-amazonia/,2021-08-09,2021,8,9,21,"['sociedad_comunidades', 'crimen_ilegalidad']","{'sociedad_comunidades': ['indígena', 'pueblo', 'territorio'], 'crimen_ilegalidad': ['violencia']}",False,violencia
"Comunidades indígenas bajo amenaza en México, flotas chinas, nuevas áreas protegidas y más",8 Ago 2021,Mongabay Latam,https://es.mongabay.com/2021/08/comunidades-indigenas-amenazadas-flotas-chinas-nuevas-areas-protegidas/,2021-08-08,2021,8,8,13,"['biodiversidad_conservacion', 'sociedad_comunidades', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['protegido', 'área'], 'sociedad_comunidades': ['comunidad', 'indígena'], 'crimen_ilegalidad': ['amenaza']}",False,amenaza
Perú: nace la reserva indígena Kakataibo Norte y Sur en zona amenazada por invasiones y narcotráfico,28 Jul 2021,Yvette Sierra Praeli,https://es.mongabay.com/2021/07/peru-nace-reserva-indigena-kakataibo-norte-y-sur/,2021-07-28,2021,7,28,16,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['reserva'], 'crimen_ilegalidad': ['amenazado']}",False,amenazado
Perú: líder indígena kichwa es golpeado y amenazado de muerte tras denunciar actividades ilegales en su territorio,25 Jul 2021,Gloria Alvitres,https://es.mongabay.com/2021/07/peru-lider-indigena-kichwa-golpeado-amenazado-de-muerte-narcotrafico-bosques-tala/,2021-07-25,2021,7,25,17,"['economia_desarrollo', 'sociedad_comunidades', 'crimen_ilegalidad']","{'economia_desarrollo': ['actividad'], 'sociedad_comunidades': ['líder', 'territorio'], 'crimen_ilegalidad': ['amenazado', 'ilegal']}",False,"amenazado, ilegal"
"Mapas del delito, flotas chinas se aproximan a Galápagos, conservación de serpientes y más",18 Jul 2021,Mongabay Latam,https://es.mongabay.com/2021/07/mapas-del-delito-flotas-chinas-conservacion-serpientes/,2021-07-18,2021,7,18,14,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['conservación'], 'crimen_ilegalidad': ['delito']}",False,delito
Bosques de comunidades indígenas shipibo conibo en peligro por narcotraficantes | Historia gráfica,14 Jul 2021,Mongabay Latam,https://es.mongabay.com/2021/07/bosques-shipibo-conibo-peligro-narcotraficantes-historia-grafica/,2021-07-14,2021,7,14,13,"['biodiversidad_conservacion', 'sociedad_comunidades', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['bosque'], 'sociedad_comunidades': ['comunidad', 'indígena'], 'crimen_ilegalidad': ['narcotraficante']}",False,narcotraficante
Mapas del delito: vigilancia satelital revela el violento impacto de la deforestación en tierras indígenas,12 Jul 2021,Mongabay Latam,https://es.mongabay.com/2021/07/mapas-del-delito-deforestacion-pandemia-pueblos-indigenas-bosques/,2021-07-12,2021,7,12,15,"['biodiversidad_conservacion', 'sociedad_comunidades', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['deforestación'], 'sociedad_comunidades': ['impacto', 'indígena'], 'crimen_ilegalidad': ['delito']}",False,delito
Perú: un nuevo atentado contra líder asháninka en zona amenazada por narcotráfico,1 Jul 2021,Yvette Sierra Praeli,https://es.mongabay.com/2021/07/peru-atentado-lider-ashaninka-narcotrafico/,2021-07-01,2021,7,1,12,"['sociedad_comunidades', 'crimen_ilegalidad']","{'sociedad_comunidades': ['líder'], 'crimen_ilegalidad': ['amenazado']}",False,amenazado
Estudio revela que palma aceitera y soya se cultivan en bosques talados de manera ilegal,26 May 2021,Yvette Sierra Praeli,https://es.mongabay.com/2021/05/palma-soya-se-cultivan-en-bosques-talados-de-manera-ilegal/,2021-05-26,2021,5,26,15,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['bosque'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
Perú: fiscalía confirma tala ilegal en bosque intacto tras invasión de asociación de israelitas,6 May 2021,Yvette Sierra Praeli,https://es.mongabay.com/2021/05/peru-tala-ilegal-invasion-israelitas/,2021-05-06,2021,5,6,14,"['biodiversidad_conservacion', 'politica_gobernabilidad', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['bosque'], 'politica_gobernabilidad': ['fiscalía'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
En video | ¿Qué es la criminalización de defensores ambientales? #MongabayExplica,5 May 2021,Mongabay Latam,https://es.mongabay.com/2021/05/en-video-que-es-la-criminalizacion-de-defensores-ambientales-mongabayexplica/,2021-05-05,2021,5,5,11,['crimen_ilegalidad'],{'crimen_ilegalidad': ['criminalización']},False,criminalización
Madre de Dios: deforestación por minería ilegal crece en el Pariamanu y ya supera las 200 hectáreas,5 May 2021,Enrique Vera,https://es.mongabay.com/2021/05/deforestacion-mineria-ilegal-pariamanu-peru/,2021-05-05,2021,5,5,17,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['deforestación'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
Aumenta la violencia en la Amazonía peruana | Historia gráfica,30 Abr 2021,Mongabay Latam,https://es.mongabay.com/2021/04/aumenta-la-violencia-en-la-amazonia-peruana-historia-grafica/,2021-04-30,2021,4,30,10,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['amazonía'], 'crimen_ilegalidad': ['violencia']}",False,violencia
Pucallpa-Cruzeiro do Sul: la carretera que podría disparar la violencia en Ucayali,26 Abr 2021,"Alexa Vélez Zuazo, Vanessa Romo",https://es.mongabay.com/2021/04/pucallpa-cruzeiro-do-sul-la-carretera-que-podria-disparar-la-violencia-en-ucayali/,2021-04-26,2021,4,26,12,['crimen_ilegalidad'],{'crimen_ilegalidad': ['violencia']},False,violencia
La defensora awajún amenazada por mineros ilegales en Perú | Historia gráfica,24 Abr 2021,Mongabay Latam,https://es.mongabay.com/2021/04/defensora-awajun-amenazada-por-mineros-ilegales-en-el-cenepa-historia-grafica/,2021-04-24,2021,4,24,12,['crimen_ilegalidad'],"{'crimen_ilegalidad': ['amenazado', 'ilegal']}",False,"amenazado, ilegal"
“Sabemos que el envenenamiento es la principal amenaza para el cóndor”: Diego Méndez | ENTREVISTA,20 Abr 2021,Yvette Sierra Praeli,https://es.mongabay.com/2021/04/bolivia-envenenamiento-amenaza-condor-diego-mendez/,2021-04-20,2021,4,20,15,['crimen_ilegalidad'],{'crimen_ilegalidad': ['amenaza']},False,amenaza
Perú: avanza carretera que amenaza la Reserva Nacional de Paracas,19 Abr 2021,Yvette Sierra Praeli,https://es.mongabay.com/2021/04/reserva-paracas-carretera-amenaza-area-protegida/,2021-04-19,2021,4,19,10,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['reserva'], 'crimen_ilegalidad': ['amenazar']}",False,amenazar
"Alerta por expansión de cultivo de piña en Costa Rica, «marea café» en Chile, especies amenazadas y más",18 Abr 2021,Mongabay Latam,https://es.mongabay.com/2021/04/expansion-de-cultivo-de-pina-marea-cafe-en-chile-especies-amenazadas-y-mas/,2021-04-18,2021,4,18,18,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['especie', 'marea'], 'crimen_ilegalidad': ['amenazado']}",False,amenazado
El Cañoncillo: uno de los últimos bosques secos de la costa peruana en la mira de taladores ilegales,16 Abr 2021,Talía Lostaunau,https://es.mongabay.com/2021/04/bosque-seco-el-canoncillo-la-libertad-peru-tala-ilegal/,2021-04-16,2021,4,16,18,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['bosque'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
La lideresa Kichwa que defiende su territorio de taladores ilegales y narcotraficantes en la Amazonía de Perú,10 Abr 2021,Gloria Alvitres,https://es.mongabay.com/2021/04/lideresa-kichwa-taladores-ilegales-y-narcotraficantes-amazonia-de-peru-ambientalista-amenazada/,2021-04-10,2021,4,10,17,"['biodiversidad_conservacion', 'sociedad_comunidades', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['amazonía'], 'sociedad_comunidades': ['lideresa', 'territorio'], 'crimen_ilegalidad': ['ilegal', 'narcotraficant']}",False,"ilegal, narcotraficant"
Perú: pistas de aterrizaje clandestinas y cultivos ilegales invaden comunidades nativas de Ucayali,25 Mar 2021,Yvette Sierra Praeli,https://es.mongabay.com/2021/03/peru-pistas-aterrizaje-clandestinas-cultivos-ilegales-comunidades-nativas/,2021-03-25,2021,3,25,13,"['sociedad_comunidades', 'crimen_ilegalidad']","{'sociedad_comunidades': ['comunidad'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
Augostina Mayán: la defensora awajún amenazada por mineros ilegales en el Cenepa,25 Mar 2021,Gloria Alvitres,https://es.mongabay.com/2021/03/augostina-mayan-defensora-indigenas-awajun-mineros-ilegales-cenepa-peru/,2021-03-25,2021,3,25,12,['crimen_ilegalidad'],"{'crimen_ilegalidad': ['amenazado', 'ilegal']}",False,"amenazado, ilegal"
La cadena de infracciones detrás de la pesca ilegal de algas en Chile | Historia gráfica,23 Mar 2021,Mongabay Latam,https://es.mongabay.com/2021/03/la-cadena-de-infracciones-detras-de-la-pesca-ilegal-de-algas-en-chile-historia-grafica/,2021-03-23,2021,3,23,16,"['economia_desarrollo', 'crimen_ilegalidad']","{'economia_desarrollo': ['pesca'], 'crimen_ilegalidad': ['ilegal']}",False,ilegal
Perú: dos nuevos asesinatos de indígenas cacataibo en zona tomada por el narcotráfico,1 Mar 2021,Yvette Sierra Praeli,https://es.mongabay.com/2021/03/peru-asesinan-lideres-indigenas-kakataibo-narcotrafico/,2021-03-01,2021,3,1,13,"['sociedad_comunidades', 'crimen_ilegalidad']","{'sociedad_comunidades': ['indígena'], 'crimen_ilegalidad': ['asesinato']}",False,asesinato
Amenaza latente: 34 cóndores mueren envenenados en Bolivia,25 Feb 2021,Yvette Sierra Praeli,https://es.mongabay.com/2021/02/condor-andino-envenenamiento-bolivia/,2021-02-25,2021,2,25,8,['crimen_ilegalidad'],{'crimen_ilegalidad': ['amenazar']},False,amenazar
Perú: formalización pesquera está por vencer y miles de pescadores podrían quedar en la ilegalidad,8 Feb 2021,Michelle Carrere,https://es.mongabay.com/2021/02/peru-formalizacion-pesquera-esta-por-vencer-y-miles-de-pescadores-podrian-quedar-en-la-ilegalidad/,2021-02-08,2021,2,8,15,"['economia_desarrollo', 'crimen_ilegalidad']","{'economia_desarrollo': ['pescador', 'pesquero'], 'crimen_ilegalidad': ['ilegalidad']}",False,ilegalidad
¿Qué se sabe del tráfico de carne de tiburón desde Ecuador? | Historia gráfica,4 Feb 2021,Mongabay Latam,https://es.mongabay.com/2021/02/que-se-sabe-del-trafico-de-carne-de-tiburon-desde-ecuador-historia-grafica/,2021-02-04,2021,2,4,14,['crimen_ilegalidad'],{'crimen_ilegalidad': ['tráfico']},False,tráfico
Escalada de violencia en la Amazonía peruana: denuncian que al menos 15 líderes están amenazados y sin protección,25 Ene 2021,Enrique Vera,https://es.mongabay.com/2021/01/amazonia-peru-lideres-indigenas-defensores-ambientales-protocolo/,2021-01-25,2021,1,25,18,"['biodiversidad_conservacion', 'sociedad_comunidades', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['amazonía', 'protección'], 'sociedad_comunidades': ['líder'], 'crimen_ilegalidad': ['amenazado', 'violencia']}",False,"amenazado, violencia"
2020: el año del COVID-19 y los delitos ambientales,12 Ene 2021,Antonio José Paz Cardona,https://es.mongabay.com/2021/01/delitos-ambientales-y-covid19-2020/,2021-01-12,2021,1,12,9,['crimen_ilegalidad'],{'crimen_ilegalidad': ['delito']},False,delito
"Las deudas ambientales de Perú en 2020: asesinatos de defensores, ilegalidad durante la pandemia y Acuerdo de Escazú enviado al archivo",4 Ene 2021,Yvette Sierra Praeli,https://es.mongabay.com/2021/01/las-deudas-ambientales-de-peru-asesinatos-de-defensores-ilegalidad-durante-la-pandemia-y-acuerdo-de-escazu-enviado-al-archivo/,2021-01-04,2021,1,4,21,['crimen_ilegalidad'],"{'crimen_ilegalidad': ['asesinato', 'ilegalidad']}",False,"asesinato, ilegalidad"
Perú: análisis satelital revela seis focos de minería ilegal tras Operación Mercurio en Madre de Dios,4 Dic 2020,Yvette Sierra Praeli,https://es.mongabay.com/2020/12/peru-imagenes-satelitales-operacion-mercurio/,2020-12-04,2020,12,4,16,['crimen_ilegalidad'],{'crimen_ilegalidad': ['ilegal']},False,ilegal
Perú: indígenas cacataibo viven acorralados por invasores de tierras y narcotraficantes,3 Dic 2020,Enrique Vera,https://es.mongabay.com/2020/12/trafico-de-tierras-narcotrafico-comunidad-indigena-cacataibo-peru/,2020-12-03,2020,12,3,11,"['sociedad_comunidades', 'crimen_ilegalidad']","{'sociedad_comunidades': ['indígena'], 'crimen_ilegalidad': ['narcotraficant']}",False,narcotraficant
¿Nuevo delito?: qué hay detrás de los decomisos de casi 25 toneladas de carne de tiburón traficada desde Ecuador,30 Nov 2020,Michelle Carrere,https://es.mongabay.com/2020/11/peru-decomisan-casi-25-toneladas-de-carne-de-tiburon-traficada-desde-ecuador-en-solo-tres-meses/,2020-11-30,2020,11,30,19,['crimen_ilegalidad'],"{'crimen_ilegalidad': ['delito', 'traficado']}",False,"delito, traficado"
"“La actividad minera ilegal es una amenaza latente para el Parque Nacional Alto Purús”: Eliabett Ayrampo, guardaparque en Perú",24 Nov 2020,Alexandra de Amesti,https://es.mongabay.com/2020/11/peru-parque-nacional-alto-purus-eliabett-ayrampo-guardaparque/,2020-11-24,2020,11,24,19,"['biodiversidad_conservacion', 'economia_desarrollo', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['parque'], 'economia_desarrollo': ['actividad'], 'crimen_ilegalidad': ['amenaza', 'ilegal']}",False,"amenaza, ilegal"
Guardaparques en pandemia: la defensa de la naturaleza frente a la arremetida de la ilegalidad,24 Nov 2020,"Alexandra de Amesti, Yvette Sierra Praeli",https://es.mongabay.com/2020/11/latinoamerica-pandemia-areas-protegidas-guardaparques/,2020-11-24,2020,11,24,15,['crimen_ilegalidad'],{'crimen_ilegalidad': ['ilegalidad']},False,ilegalidad
Guardaparques: el desafío de resistir a la pandemia y a la ilegalidad | ADELANTO,23 Nov 2020,Mongabay Latam,https://es.mongabay.com/2020/11/guardaparques-america-latina-amenazas-areas-protegidas-covid19/,2020-11-23,2020,11,23,14,['crimen_ilegalidad'],{'crimen_ilegalidad': ['ilegalidad']},False,ilegalidad
Menonitas en Perú: fiscalía sorprende a grupo talando sin autorización y ordena paralizar deforestación en Loreto,18 Nov 2020,Yvette Sierra Praeli,https://es.mongabay.com/2020/11/menonitas-peru-deforestacion-loreto/,2020-11-18,2020,11,18,16,"['biodiversidad_conservacion', 'politica_gobernabilidad', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['deforestación'], 'politica_gobernabilidad': ['fiscalía'], 'crimen_ilegalidad': ['grupo']}",False,grupo
