titulo,fecha,autor,link,fecha_iso,anio,mes,dia,palabras_titulo,ejes_semanticos,activadores,sin_eje,activadores_eje
Pueblos indígenas denunciaron ante la Comisión Interamericana de Derechos Humanos la superposición de nuevas áreas petroleras en sus territorios,19 Mar 2025,Yvette Sierra Praeli,https://es.mongabay.com/2025/03/pueblos-indigenas-denunciaron-superposicion-areas-petroleras-peru/,2025-03-19,2025,3,19,19,"['biodiversidad_conservacion', 'politica_gobernabilidad', 'sociedad_comunidades']","{'biodiversidad_conservacion': ['área'], 'politica_gobernabilidad': ['derechos'], 'sociedad_comunidades': ['indígena', 'pueblo', 'territorio']}",False,área
La comercialización sin control del aguaje pone en peligro los bosques de palmeras en Perú,18 Mar 2025,Geraldine Santos,https://es.mongabay.com/2025/03/comercializacion-sin-control-aguaje-peru/,2025-03-18,2025,3,18,15,['biodiversidad_conservacion'],{'biodiversidad_conservacion': ['bosque']},False,bosque
"Imágenes revelan la tragedia de los cóndores: disparos, envenenamiento y contaminación amenazan a la especie en Sudamérica | Reportaje fotográfico",14 Mar 2025,Mongabay Latam,https://es.mongabay.com/2025/03/imagenes-revelan-tragedia-condores-sudamerica-reportaje-fotografico/,2025-03-14,2025,3,14,20,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['contaminación', 'especie'], 'crimen_ilegalidad': ['amenazar']}",False,"contaminación, especie"
Deficiente fiscalización de autoridades peruanas facilita transporte irregular de más de 1500 toneladas de tiburones protegidos,12 Mar 2025,Cristina Fernández Aguilar,https://es.mongabay.com/2025/03/deficiente-fiscalizacion-autoridades-peruanas-facilita-transporte-irregular-toneladas-tiburones-protegidos/,2025-03-12,2025,3,12,16,"['biodiversidad_conservacion', 'politica_gobernabilidad']","{'biodiversidad_conservacion': ['protegido'], 'politica_gobernabilidad': ['autoridad', 'fiscalización']}",False,protegido
Crece la minería ilegal en Perú: 50 nuevas dragas ponen en riesgo al río Nanay y comunidades indígenas,11 Mar 2025,Yvette Sierra Praeli,https://es.mongabay.com/2025/03/crece-mineria-ilegal-peru-nuevas-dragas-riesgo-rio-nanay-comunidades-indigenas/,2025-03-11,2025,3,11,18,"['biodiversidad_conservacion', 'sociedad_comunidades', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['río'], 'sociedad_comunidades': ['comunidad', 'indígena'], 'crimen_ilegalidad': ['ilegal']}",False,río
Estudio muestra el impacto del extractivismo y la ilegalidad en la vida de las mujeres en la Amazonía de Perú y Colombia,8 Mar 2025,Yvette Sierra Praeli,https://es.mongabay.com/2025/03/extractivismo-violencia-contra-mujeres-ilegalidad-amazonia-peru-y-colombia/,2025-03-08,2025,3,8,22,"['biodiversidad_conservacion', 'sociedad_comunidades', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['amazonía'], 'sociedad_comunidades': ['impacto'], 'crimen_ilegalidad': ['ilegalidad']}",False,amazonía
Pescadores artesanales de El Ñuro luchan por subsistir tras maretazo en Perú,7 Mar 2025,Lourdes Fernandez,https://es.mongabay.com/2025/03/pescadores-artesanales-nuro-luchan-subsistir-tras-maretazo-peru/,2025-03-07,2025,3,7,12,"['biodiversidad_conservacion', 'economia_desarrollo']","{'biodiversidad_conservacion': ['maretazo'], 'economia_desarrollo': ['pescador']}",False,maretazo
Más de 1300 animales estarían en peligro por la futura construcción del Arena de Lima dentro de un zoológico,6 Mar 2025,Yvette Sierra Praeli,https://es.mongabay.com/2025/03/animales-peligro-construccion-arena-de-lima-peru-zoologico/,2025-03-06,2025,3,6,19,['biodiversidad_conservacion'],{'biodiversidad_conservacion': ['animal']},False,animal
Minería ilegal en la Amazonía: “La gobernanza criminal se está expandiendo y está siendo cada vez más violenta” | ENTREVISTA,2 Mar 2025,Emilia Delfino,https://es.mongabay.com/2025/03/mineria-ilegal-amazonia-violencia-criminal-gobernanza-hoetmer-entrevista/,2025-03-02,2025,3,2,20,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['amazonía'], 'crimen_ilegalidad': ['criminal', 'ilegal']}",False,amazonía
¿Qué sucede en la Amazonía peruana con los derrames de petróleo y pasivos ambientales? | Podcast,1 Mar 2025,Geraldine Santos,https://es.mongabay.com/podcast/2025/03/amazonia-peru-derrames-de-petroleo-y-pasivos-ambientales-podcast/,2025-03-01,2025,3,1,16,['biodiversidad_conservacion'],{'biodiversidad_conservacion': ['amazonía']},False,amazonía
La cara oscura de la agroindustria en Perú: deforestación y conflictos se expanden en la Amazonía,26 Feb 2025,Yvette Sierra Praeli,https://es.mongabay.com/2025/02/cara-oscura-agroindustria-peru-deforestacion-conflictos-amazonia/,2025-02-26,2025,2,26,16,['biodiversidad_conservacion'],"{'biodiversidad_conservacion': ['amazonía', 'deforestación']}",False,"amazonía, deforestación"
Oso de anteojos: campesinos se unen a científicos para proteger la especie,21 Feb 2025,Astrid Arellano,https://es.mongabay.com/2025/02/oso-de-anteojos-campesinos-cientificos-conservacion/,2025-02-21,2025,2,21,12,['biodiversidad_conservacion'],"{'biodiversidad_conservacion': ['especie', 'proteger']}",False,"especie, proteger"
Pérdidas millonarias: el costo oculto de la contaminación de plásticos para Perú y Ecuador,20 Feb 2025,Ana Cristina Alvarado,https://es.mongabay.com/2025/02/perdidas-millonarias-contaminacion-plasticos-oceanos-peru-ecuador/,2025-02-20,2025,2,20,14,['biodiversidad_conservacion'],{'biodiversidad_conservacion': ['contaminación']},False,contaminación
Mongabay Latam lanza beca para contar historias sobre océanos,18 Feb 2025,Mongabay Latam,https://es.mongabay.com/2025/02/mongabay-latam-beca-historias-oceanos/,2025-02-18,2025,2,18,9,['biodiversidad_conservacion'],{'biodiversidad_conservacion': ['océano']},False,océano
Las ecoguardias se arman con tecnología para proteger al Parque Nacional del Manu en Perú,18 Feb 2025,Enrique Vera,https://es.mongabay.com/2025/02/ecoguardias-tecnologia-proteger-parque-nacional-manu-peru/,2025-02-18,2025,2,18,15,['biodiversidad_conservacion'],"{'biodiversidad_conservacion': ['parque', 'proteger']}",False,"parque, proteger"
La huella devastadora del avance de la deforestación menonita en la selva de Perú | Reportaje fotográfico,14 Feb 2025,Mongabay Latam,https://es.mongabay.com/2025/02/huella-devastadora-deforestacion-menonita-peru-reportaje-fotografico/,2025-02-14,2025,2,14,17,['biodiversidad_conservacion'],"{'biodiversidad_conservacion': ['deforestación', 'selva']}",False,"deforestación, selva"
Carreteras en la Amazonía peruana: de vías de conexión a caminos para el narcotráfico y la minería ilegal,13 Feb 2025,Yvette Sierra Praeli,https://es.mongabay.com/2025/02/carreteras-amazonia-peruana-narcotrafico-mineria-ilegal/,2025-02-13,2025,2,13,18,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['amazonía'], 'crimen_ilegalidad': ['ilegal']}",False,amazonía
Oso de anteojos captado por cámaras trampa en la selva peruana: descubre los secretos de Sacha Causay,10 Feb 2025,Geraldine Santos,https://es.mongabay.com/2025/02/oso-de-anteojos-captado-camaras-trampa-peru-secretos-sacha-causay/,2025-02-10,2025,2,10,17,['biodiversidad_conservacion'],{'biodiversidad_conservacion': ['selva']},False,selva
¿Perú está preparado para cumplir con la nueva Ley de Deforestación Cero de la Unión Europea? | Podcast,8 Feb 2025,Geraldine Santos,https://es.mongabay.com/podcast/2025/02/peru-nueva-ley-deforestacion-cero-union-europea-entrevista/,2025-02-08,2025,2,8,18,"['biodiversidad_conservacion', 'politica_gobernabilidad']","{'biodiversidad_conservacion': ['deforestación'], 'politica_gobernabilidad': ['ley']}",False,deforestación
Congreso peruano retrasa discusión sobre proyectos legislativos que buscan evitar la pesca industrial en áreas protegidas,6 Feb 2025,Lourdes Fernández Calvo,https://es.mongabay.com/2025/02/congreso-peruano-retrasa-discusion-proyectos-legislativos-buscan-evitar-pesca-industrial-areas-protegidas/,2025-02-06,2025,2,6,16,"['biodiversidad_conservacion', 'politica_gobernabilidad', 'economia_desarrollo']","{'biodiversidad_conservacion': ['protegido', 'área'], 'politica_gobernabilidad': ['congreso'], 'economia_desarrollo': ['industrial', 'pesca']}",False,"protegido, área"
"“Usar pisos de parquet de un árbol que tiene 800 años, más que un lujo o progreso, debería ser visto como una aberración” | Podcast",5 Feb 2025,Geraldine Santos,https://es.mongabay.com/podcast/2025/02/shihuahuaco-amenazas-tala-peru-entrevista/,2025-02-05,2025,2,5,25,['biodiversidad_conservacion'],{'biodiversidad_conservacion': ['parquet']},False,parquet
Día Mundial de los Humedales: las amenazas que ponen en riesgo a estas reservas de agua en la región,2 Feb 2025,Yvette Sierra Praeli,https://es.mongabay.com/2025/02/dia-mundial-de-los-humedales-amenazas-reservas-de-agua/,2025-02-02,2025,2,2,19,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['humedal', 'reserva'], 'crimen_ilegalidad': ['amenaza']}",False,"humedal, reserva"
Castañeros y guardianes: productores impiden el ingreso de la minería ilegal en áreas protegidas de la Amazonía peruana,31 Ene 2025,Geraldine Santos,https://es.mongabay.com/2025/01/castaneros-guardianes-productores-impiden-ingreso-mineria-ilegal-areas-protegidas-amazonia-peruana/,2025-01-31,2025,1,31,18,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['amazonía', 'protegido', 'área'], 'crimen_ilegalidad': ['ilegal']}",False,"amazonía, protegido, área"
"Descubren 27 nuevas especies en el paisaje del Alto Mayo, en la Amazonía peruana",28 Ene 2025,Geraldine Santos,https://es.mongabay.com/2025/01/descubren-nuevas-especies-bosque-de-proteccion-alto-mayo-amazonia-peruana/,2025-01-28,2025,1,28,14,['biodiversidad_conservacion'],"{'biodiversidad_conservacion': ['amazonía', 'especie']}",False,"amazonía, especie"
Perú: propuesta de decreto supremo abriría la puerta a la pesca ilegal en áreas protegidas,27 Ene 2025,Michelle Carrere,https://es.mongabay.com/2025/01/peru-propuesta-decreto-supremo-abriria-puerta-pesca-ilegal-areas-protegidas/,2025-01-27,2025,1,27,15,"['biodiversidad_conservacion', 'politica_gobernabilidad', 'economia_desarrollo', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['protegido', 'área'], 'politica_gobernabilidad': ['decreto'], 'economia_desarrollo': ['pesca'], 'crimen_ilegalidad': ['ilegal']}",False,"protegido, área"
"Violencia contra defensores, crimen organizado, crisis climática: desafíos ambientales que enfrenta Latinoamérica en 2025",19 Ene 2025,Mongabay Latam,https://es.mongabay.com/2025/01/violencia-contra-defensores-crimen-organizado-crisis-climatica-desafios-ambientales-latinoamerica/,2025-01-19,2025,1,19,14,"['biodiversidad_conservacion', 'sociedad_comunidades', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['climático'], 'sociedad_comunidades': ['organizado'], 'crimen_ilegalidad': ['crimen', 'violencia']}",False,climático
Martin von Hildebrand: “Estos son los dos años políticos más importantes de la Amazonía” | ENTREVISTA,19 Ene 2025,Emilia Delfino,https://es.mongabay.com/2025/01/martin-von-hildebrand-dos-anos-politicos-mas-importantes-de-amazonia-entrevista/,2025-01-19,2025,1,19,16,"['biodiversidad_conservacion', 'politica_gobernabilidad']","{'biodiversidad_conservacion': ['amazonía', 'martin'], 'politica_gobernabilidad': ['político']}",False,"amazonía, martin"
"#EnCorto: a tres años del derrame de Repsol, cinco claves sobre sus impactos en el mar de Perú",17 Ene 2025,Mongabay Latam,https://es.mongabay.com/2025/01/en-corto-derrame-petroleo-repsol-cinco-claves-sobre-impactos-mar-peru/,2025-01-17,2025,1,17,18,"['biodiversidad_conservacion', 'sociedad_comunidades']","{'biodiversidad_conservacion': ['mar'], 'sociedad_comunidades': ['impacto']}",False,mar
Narcopistas en la Amazonía peruana amenazan pueblos indígenas y ecosistemas sensibles | Cinco lecturas sobre el tema,12 Ene 2025,Mongabay Latam,https://es.mongabay.com/2025/01/narcopistas-amazonia-peruana-amenazan-pueblos-indigenas-ecosistemas-sensibles/,2025-01-12,2025,1,12,17,"['biodiversidad_conservacion', 'sociedad_comunidades', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['amazonía', 'ecosistema'], 'sociedad_comunidades': ['indígena', 'pueblo'], 'crimen_ilegalidad': ['amenazar']}",False,"amazonía, ecosistema"
¿Cómo avanza Perú en la implementación del reglamento cero deforestación de la Unión Europea?,8 Ene 2025,Mongabay Latam,https://es.mongabay.com/video/2025/01/peru-implementacion-reglamento-cero-deforestacion-union-europea/,2025-01-08,2025,1,8,14,['biodiversidad_conservacion'],{'biodiversidad_conservacion': ['deforestación']},False,deforestación
Cámaras trampa: 10 imágenes asombrosas que registraron a especies emblemáticas en 2024,3 Ene 2025,Mongabay Latam,https://es.mongabay.com/2025/01/camaras-trampa-imagenes-asombrosas-que-registraron-especies-emblematicas-2024/,2025-01-03,2025,1,3,12,['biodiversidad_conservacion'],{'biodiversidad_conservacion': ['especie']},False,especie
Los animales que protagonizaron las historias ambientales en 2024,3 Ene 2025,Mongabay Latam,https://es.mongabay.com/2025/01/animales-que-protagonizaron-las-historias-ambientales-2024/,2025-01-03,2025,1,3,9,['biodiversidad_conservacion'],{'biodiversidad_conservacion': ['animal']},False,animal
“Hubo presión de una alianza de países latinoamericanos» para postergar la Ley Cero Deforestación de la UE | ENTREVISTA,30 Dic 2024,"Ana Cristina Alvarado, Yvette Sierra Praeli",https://es.mongabay.com/2024/12/presion-alianza-paises-latinoamericanos-para-postergar-ley-cero-deforestacion-entrevista/,2024-12-30,2024,12,30,19,"['biodiversidad_conservacion', 'politica_gobernabilidad']","{'biodiversidad_conservacion': ['deforestación'], 'politica_gobernabilidad': ['ley']}",False,deforestación
Derrame de petróleo amenaza una de las áreas marinas más biodiversas de Perú,24 Dic 2024,Carlos Chunga,https://es.mongabay.com/2024/12/derrame-de-petroleo-amenaza-areas-marinas-biodiversas-peru/,2024-12-24,2024,12,24,13,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['marino', 'área'], 'crimen_ilegalidad': ['amenazar']}",False,"marino, área"
Perú: productores de café y cacao preocupados por lenta implementación del reglamento anti deforestación de la Unión Europea,19 Dic 2024,Lourdes Fernández Calvo,https://es.mongabay.com/2024/12/peru-productores-cafe-cacao-preocupados-por-lenta-implementacion-reglamento-anti-deforestacion-union-europea/,2024-12-19,2024,12,19,18,['biodiversidad_conservacion'],{'biodiversidad_conservacion': ['deforestación']},False,deforestación
Perú: las 10 historias ambientales que marcaron el 2024,16 Dic 2024,Yvette Sierra Praeli,https://es.mongabay.com/2024/12/peru-historias-ambientales-que-marcaron-2024/,2024-12-16,2024,12,16,9,['biodiversidad_conservacion'],{'biodiversidad_conservacion': ['marcar']},False,marcar
Los territorios indígenas amazónicos fragmentados también son sitios importantes de conservación | ESTUDIO,6 Dic 2024,Ana Cristina Alvarado,https://es.mongabay.com/2024/12/territorios-indigenas-amazonicos-fragmentados-tambien-son-sitios-importantes-de-conservacion-estudio/,2024-12-06,2024,12,6,13,"['biodiversidad_conservacion', 'sociedad_comunidades']","{'biodiversidad_conservacion': ['conservación'], 'sociedad_comunidades': ['indígena', 'territorio']}",False,conservación
#ExpediciónVirtual | Tres santuarios naturales que resguardan a los únicos mamíferos voladores del mundo y a orquídeas,30 Nov 2024,Mongabay Latam,https://es.mongabay.com/2024/11/expedicion-virtual-santuarios-naturales-resguardan-unicos-mamiferos-voladores-del-mundo-orquideas/,2024-11-30,2024,11,30,17,['biodiversidad_conservacion'],{'biodiversidad_conservacion': ['mamífero']},False,mamífero
Expedición virtual: el área protegida con la mayor cantidad de orquídeas en Perú,29 Nov 2024,Geraldine Santos,https://es.mongabay.com/2024/11/expedicion-virtual-area-protegida-con-la-mayor-cantidad-de-orquideas-peru/,2024-11-29,2024,11,29,13,['biodiversidad_conservacion'],"{'biodiversidad_conservacion': ['protegido', 'área']}",False,"protegido, área"
#EnCorto: minería ilegal y narcotráfico amenazan a la Reserva Comunal El Sira,21 Nov 2024,Mongabay Latam,https://es.mongabay.com/2024/11/encorto-mineria-ilegal-y-narcotrafico-amenazan-a-la-reserva-comunal-el-sira/,2024-11-21,2024,11,21,12,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['reserva'], 'crimen_ilegalidad': ['amenazar', 'ilegal']}",False,reserva
Los vuelos de la selva central: 15 narcopistas acorralan a dos comunidades nativas de Huánuco y Pasco,12 Nov 2024,Mongabay Latam,https://es.mongabay.com/2024/11/los-vuelos-de-la-selva-central-15-narcopistas-comunidades-nativas-huanuco-y-pasco/,2024-11-12,2024,11,12,17,"['biodiversidad_conservacion', 'sociedad_comunidades']","{'biodiversidad_conservacion': ['selva'], 'sociedad_comunidades': ['comunidad']}",False,selva
Perú: reciente derrame de petróleo en el río Pastaza ocurrió en una zona con 69 sitios impactados por hidrocarburos,8 Nov 2024,Geraldine Santos,https://es.mongabay.com/2024/11/peru-reciente-derrame-de-petroleo-en-el-rio-pastaza-ocurrio-en-una-zona-con-69-sitios-impactados-por-hidrocarburos/,2024-11-08,2024,11,8,19,['biodiversidad_conservacion'],{'biodiversidad_conservacion': ['río']},False,río
Reducción de hábitat del yaguarundí y margay en Latinoamérica causa alerta,7 Nov 2024,Yvette Sierra Praeli,https://es.mongabay.com/2024/11/reduccion-de-habitat-del-yaguarundi-y-margay-en-latinoamerica-causa-alerta/,2024-11-07,2024,11,7,11,['biodiversidad_conservacion'],"{'biodiversidad_conservacion': ['hábitat', 'margay']}",False,"hábitat, margay"
#EnCorto: tres claves para entender cómo unos bebederos de agua salvan de atropellos a la fauna en Perú,5 Nov 2024,Mongabay Latam,https://es.mongabay.com/2024/11/en-corto-tres-claves-bebederos-de-agua-salvan-fauna-peru/,2024-11-05,2024,11,5,18,['biodiversidad_conservacion'],{'biodiversidad_conservacion': ['fauna']},False,fauna
COP16: sólo el 2.8 % de los océanos del planeta está protegido de manera efectiva,31 Oct 2024,Antonio José Paz Cardona,https://es.mongabay.com/2024/10/cop16-falta-proteccion-oceanos-del-planeta/,2024-10-31,2024,10,31,15,['biodiversidad_conservacion'],"{'biodiversidad_conservacion': ['océano', 'protegido']}",False,"océano, protegido"
Menonitas en Perú: deforestación continúa sin freno ni permisos pese a orden de paralización fiscal,28 Oct 2024,Enrique Vera,https://es.mongabay.com/2024/10/menonitas-peru-deforestacion-continua-sin-freno-ni-permisos-pese-orden-de-paralizacion-fiscal/,2024-10-28,2024,10,28,15,"['biodiversidad_conservacion', 'politica_gobernabilidad']","{'biodiversidad_conservacion': ['deforestación'], 'politica_gobernabilidad': ['fiscal']}",False,deforestación
COP16: dos opciones se discuten para lograr la movilización de recursos para detener la pérdida de biodiversidad,25 Oct 2024,Michelle Carrere,https://es.mongabay.com/2024/10/cop16-lograr-movilizacion-recursos-para-detener-perdida-de-biodiversidad/,2024-10-25,2024,10,25,17,"['biodiversidad_conservacion', 'economia_desarrollo']","{'biodiversidad_conservacion': ['biodiversidad'], 'economia_desarrollo': ['recurso']}",False,biodiversidad
COP16: Latinoamérica apuesta por una agenda para la protección de los defensores ambientales,24 Oct 2024,Antonio José Paz Cardona,https://es.mongabay.com/2024/10/cop16-latinoamerica-apuesta-proteccion-defensores-ambientales/,2024-10-24,2024,10,24,13,['biodiversidad_conservacion'],{'biodiversidad_conservacion': ['protección']},False,protección
COP16: sólo 35 de 196 países presentaron sus planes de acción completos de biodiversidad,22 Oct 2024,Antonio José Paz Cardona,https://es.mongabay.com/2024/10/cop16-solo-35-paises-presentaron-planes-de-accion-completos-de-biodiversidad/,2024-10-22,2024,10,22,14,['biodiversidad_conservacion'],{'biodiversidad_conservacion': ['biodiversidad']},False,biodiversidad
Sobrepesca y falta de regulación afectan las capturas de uno de los peces más codiciados y amenazados en Perú,21 Oct 2024,Ramiro Escobar,https://es.mongabay.com/2024/10/sobrepesca-falta-de-regulacion-mero-amenazado-pesca/,2024-10-21,2024,10,21,19,"['biodiversidad_conservacion', 'politica_gobernabilidad', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['pez'], 'politica_gobernabilidad': ['regulación'], 'crimen_ilegalidad': ['amenazado']}",False,pez
La COP16 de Biodiversidad inicia con cuatro objetivos en la mira,21 Oct 2024,Antonio José Paz Cardona,https://es.mongabay.com/2024/10/cop16-de-biodiversidad-inicia-con-cuatro-objetivos-en-la-mira/,2024-10-21,2024,10,21,11,['biodiversidad_conservacion'],{'biodiversidad_conservacion': ['biodiversidad']},False,biodiversidad
Corredores de conservación: una esperanza para los felinos de América Latina,15 Oct 2024,Antonio José Paz Cardona,https://es.mongabay.com/2024/10/corredores-de-conservacion-una-esperanza-para-felinos-de-america-latina/,2024-10-15,2024,10,15,11,['biodiversidad_conservacion'],{'biodiversidad_conservacion': ['conservación']},False,conservación
El surgimiento de las ciudades alrededor del Amazonas | LIBRO,14 Oct 2024,Timothy J. Killeen,https://es.mongabay.com/2024/10/surgimiento-de-las-ciudades-alrededor-del-amazonas-libro/,2024-10-14,2024,10,14,10,['biodiversidad_conservacion'],{'biodiversidad_conservacion': ['amazona']},False,amazona
Perú: segundo defensor ambiental asesinado en el  área de influencia de la Reserva Comunal Amarakaeri en Madre de Dios,14 Oct 2024,Geraldine Santos,https://es.mongabay.com/2024/10/peru-segundo-defensor-ambiental-asesinado-en-el-area-de-influencia-de-la-reserva-comunal-amarakaeri-en-madre-de-dios/,2024-10-14,2024,10,14,19,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['reserva', 'área'], 'crimen_ilegalidad': ['asesinado']}",False,"reserva, área"
"#ExpedicionesCientíficas | La batalla de los biólogos para proteger a los albatros, el zopilote rey y el águila arpía en Latinoamérica",12 Oct 2024,Mongabay Latam,https://es.mongabay.com/video/2024/10/expediciones-cientificas-batalla-de-biologos-para-proteger-albatros-zopilote-rey-aguila-arpia-latinoamerica/,2024-10-12,2024,10,12,21,['biodiversidad_conservacion'],{'biodiversidad_conservacion': ['proteger']},False,proteger
"En Perú, conservacionistas y arqueólogos se unen para salvar a un gecko amenazado",11 Oct 2024,James Hall,https://es.mongabay.com/2024/10/peru-conservacionistas-arqueologos-se-unen-para-salvar-gecko-amenazado/,2024-10-11,2024,10,11,13,"['biodiversidad_conservacion', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['conservacionista'], 'crimen_ilegalidad': ['amenazado']}",False,conservacionista
#EnCorto: Tres claves sobre la conservación del tiburón ballena en Perú,4 Oct 2024,Mongabay Latam,https://es.mongabay.com/2024/10/en-corto-tres-claves-conservacion-tiburon-ballena-peru/,2024-10-04,2024,10,4,11,['biodiversidad_conservacion'],{'biodiversidad_conservacion': ['conservación']},False,conservación
Maravillas del mar: tres descubrimientos que asombran a la ciencia | Coyuntura ambiental,29 Sep 2024,Mongabay Latam,https://es.mongabay.com/2024/09/maravillas-del-mar-tres-descubrimientos-asombran-a-la-ciencia/,2024-09-29,2024,9,29,13,['biodiversidad_conservacion'],"{'biodiversidad_conservacion': ['mar', 'maravilla']}",False,"mar, maravilla"
"Tres proyectos que protegen a jaguares, pumas, tigrillos y cocodrilos en Latinoamérica",21 Sep 2024,Mongabay Latam,https://es.mongabay.com/video/2024/09/proyectos-protegen-jaguares-pumas-tigrillos-cocodrilos-latinoamerica/,2024-09-21,2024,9,21,12,['biodiversidad_conservacion'],{'biodiversidad_conservacion': ['proteger']},False,proteger
Minería y narcotráfico tienen en grave riesgo a las áreas protegidas amazónicas de Colombia y Perú | Cinco lecturas ambientales,16 Sep 2024,Mongabay Latam,https://es.mongabay.com/2024/09/mineria-narcotrafico-grave-riesgo-areas-protegidas-amazonicas-colombia-peru/,2024-09-16,2024,9,16,20,['biodiversidad_conservacion'],"{'biodiversidad_conservacion': ['protegido', 'área']}",False,"protegido, área"
Testimonios  revelan las graves secuelas del derrame de petróleo de Repsol en el mar peruano | Cinco lecturas ambientales,9 Sep 2024,Mongabay Latam,https://es.mongabay.com/2024/09/testimonios-revelan-graves-secuelas-derrame-petroleo-repsol-mar-peruano/,2024-09-09,2024,9,9,19,['biodiversidad_conservacion'],{'biodiversidad_conservacion': ['mar']},False,mar
"EN VIDEO: Contaminación por petróleo, minería ilegal y plásticos afecta gravemente a la biodiversidad y comunidades del Perú",8 Sep 2024,Mongabay Latam,https://es.mongabay.com/2024/09/video-contaminacion-petroleo-mineria-ilegal-plasticos-afecta-biodiversidad-comunidades-peru/,2024-09-08,2024,9,8,18,"['biodiversidad_conservacion', 'sociedad_comunidades', 'crimen_ilegalidad']","{'biodiversidad_conservacion': ['biodiversidad', 'contaminación'], 'sociedad_comunidades': ['comunidad'], 'crimen_ilegalidad': ['ilegal']}",False,"biodiversidad, contaminación"
Proponen proteger ecosistemas marinos a través del surf | ENTREVISTA,2 Sep 2024,Astrid Arellano,https://es.mongabay.com/2024/09/proponen-proteger-ecosistemas-marinos-a-traves-del-surf-entrevista/,2024-09-02,2024,9,2,10,['biodiversidad_conservacion'],"{'biodiversidad_conservacion': ['ecosistema', 'marino', 'proteger']}",False,"ecosistema, marino, proteger"
Esperanza para los primates: proyectos innovadores para salvar a la especie,1 Sep 2024,Mongabay Latam,https://es.mongabay.com/2024/09/esperanza-para-primates-proyectos-innovadores-para-salvar-la-especie/,2024-09-01,2024,9,1,11,['biodiversidad_conservacion'],{'biodiversidad_conservacion': ['especie']},False,especie
"#ExpediciónVirtual | Tres parques que resguardan a nuevas especies, antiguos refugios de dinosaurios e importantes fuentes de agua",30 Ago 2024,Mongabay Latam,https://es.mongabay.com/2024/08/expedicion-virtual-parques-resguardan-nuevas-especies-refugio-dinosaurios-fuentes-de-agua/,2024-08-30,2024,8,30,18,['biodiversidad_conservacion'],"{'biodiversidad_conservacion': ['especie', 'parque']}",False,"especie, parque"
Denuncia de industria pesquera peruana sobre talla mínima de la anchoveta pondría en riesgo a la especie,29 Ago 2024,Yvette Sierra Praeli,https://es.mongabay.com/2024/08/denuncia-de-industria-pesquera-peruana-anchoveta-riesgo-especie/,2024-08-29,2024,8,29,17,"['biodiversidad_conservacion', 'economia_desarrollo']","{'biodiversidad_conservacion': ['especie'], 'economia_desarrollo': ['industria', 'pesquero']}",False,especie
Día Internacional de los Parques Nacionales: tres iniciativas para proteger a la naturaleza en Latinoamérica,24 Ago 2024,Astrid Arellano,https://es.mongabay.com/2024/08/dia-internacional-de-los-parques-nacionales-iniciativas-proteger-naturaleza-latinoamerica/,2024-08-24,2024,8,24,15,['biodiversidad_conservacion'],"{'biodiversidad_conservacion': ['parque', 'proteger']}",False,"parque, proteger"
¿Cuál es la responsabilidad de los bancos en los daños que ha dejado la industria petrolera en la Amazonía? | ENTREVISTA,22 Ago 2024,Yvette Sierra Praeli,https://es.mongabay.com/2024/08/responsabilidad-de-bancos-en-danos-industria-petrolera-amazonia-entrevista/,2024-08-22,2024,8,22,21,"['biodiversidad_conservacion', 'economia_desarrollo']","{'biodiversidad_conservacion': ['amazonía'], 'economia_desarrollo': ['industria']}",False,amazonía
"Las huellas imborrables del petróleo y el gas en la Amazonía de Perú, Ecuador y Colombia | LIBRO",20 Ago 2024,Timothy J. Killeen,https://es.mongabay.com/2024/08/huellas-imborrables-petroleo-gas-amazonia-peru-ecuador-colombia-libro/,2024-08-20,2024,8,20,18,['biodiversidad_conservacion'],{'biodiversidad_conservacion': ['amazonía']},False,amazonía
"Heroínas de la naturaleza: las mujeres que defienden bosques, ríos y mares en Latinoamérica | Coyuntura ambiental",16 Ago 2024,Mongabay Latam,https://es.mongabay.com/2024/08/heroinas-de-la-naturaleza-mujeres-defienden-bosques-rios-mares-latinoamerica/,2024-08-16,2024,8,16,17,['biodiversidad_conservacion'],"{'biodiversidad_conservacion': ['bosque', 'mar', 'río']}",False,"bosque, mar, río"
