titulo,fecha,autor,link,fecha_iso,anio,mes,dia,palabras_titulo
"Día Mundial de los Pingüinos: la batalla por conservar a estas extraordinarias aves en Chile, Argentina y Perú",25 Abr 2025,Astrid Arellano,https://es.mongabay.com/2025/04/dia-mundial-de-los-pinguinos-conservar-extraordinarias-aves-chile-argentina-peru/,2025-04-25,2025,4,25,18
“Lima es uno de los lugares donde fluye una gran parte del tráfico de especies para salir hacia el extranjero” | ENTREVISTA,24 Abr 2025,Geraldine Santos,https://es.mongabay.com/2025/04/peru-trafico-especies-aves-entrevista/,2025-04-24,2025,4,24,22
Alerta en la Amazonía de Perú: norma que impulsa la expansión de palma aceitera pondría en peligro los bosques,23 Abr 2025,Yvette Sierra Praeli,https://es.mongabay.com/2025/04/alerta-amazonia-peru-norma-expansion-palma-aceitera/,2025-04-23,2025,4,23,19
La herencia de Francisco: cuando el Papa puso a la crisis ambiental y la Amazonía en el centro de atención mundial,22 Abr 2025,Ana Cristina Alvarado,https://es.mongabay.com/2025/04/papa-francisco-crisis-ambiental-amazonia/,2025-04-22,2025,4,22,21
Día de la Tierra 2025: tres historias de energía justa y renovable que iluminan localidades de América Latina,22 Abr 2025,Gonzalo Ortuño López,https://es.mongabay.com/2025/04/dia-de-la-tierra-2025-transicion-energetica/,2025-04-22,2025,4,22,18
"Mari Luz Canaquiri Murayari, la guardiana del río Marañón, recibe el Premio Medioambiental Goldman 2025 | ENTREVISTA",21 Abr 2025,Astrid Arellano,https://es.mongabay.com/2025/04/mari-canaquiri-rio-maranon-premio-medioambiental-goldman-2025-entrevista/,2025-04-21,2025,4,21,17
"Serpientes, peces, ratones y murciélagos: científicos descubren fascinantes especies en Latinoamérica | Coyuntura ambiental",19 Abr 2025,Mongabay Latam,https://es.mongabay.com/2025/04/serpientes-peces-ratones-y-murcielagos-cientificos-descubren-fascinantes-especies-en-latinoamerica-coyuntura-ambiental/,2025-04-19,2025,4,19,14
“Las políticas de Perú han incentivado la deforestación y el acaparamiento de tierras en la Amazonía” | ENTREVISTA,19 Abr 2025,Geraldine Santos,https://es.mongabay.com/podcast/2025/04/las-politicas-de-peru-han-incentivado-la-deforestacion-y-el-acaparamiento-de-tierras-en-la-amazonia-entrevista/,2025-04-19,2025,4,19,18
"Lecturas para sumergirse en Semana Santa | Tres historias sobre tiburones ballena, ostiones y fiordos nos llevan a los mares de México, Chile y Perú",18 Abr 2025,Mongabay Latam,https://es.mongabay.com/2025/04/lecturas-para-sumergirse-en-semana-santa-tres-historias-sobre-tiburones-ballena-ostiones-y-fiordos-nos-llevan-a-los-mares-de-mexico-chile-y-peru/,2025-04-18,2025,4,18,25
"CAPÍTULO 7 |  Una mejor gobernanza, pero aún insuficiente | LIBRO",17 Abr 2025,Timothy J. Killeen,https://es.mongabay.com/2025/04/capitulo-7-una-mejor-gobernanza-pero-aun-insuficiente-libro/,2025-04-17,2025,4,17,11
Historias de salvación | Tres proyectos buscan proteger a las aves amenazadas en Latinoamérica,17 Abr 2025,Mongabay Latam,https://es.mongabay.com/2025/04/historias-de-salvacion-tres-proyectos-buscan-proteger-a-las-aves-amenazadas-en-latinoamerica/,2025-04-17,2025,4,17,14
Más de 1500 embarcaciones artesanales en Perú aún no cuentan con un sistema de monitoreo satelital,16 Abr 2025,Lourdes Fernández Calvo,https://es.mongabay.com/2025/04/embarcaciones-artesanales-peru-sistema-de-monitoreo-satelital/,2025-04-16,2025,4,16,16
Caso Saweto: Ministerio Público solicita endurecer condena a madereros por asesinato de líderes indígenas en Perú,15 Abr 2025,Geraldine Santos,https://es.mongabay.com/2025/04/caso-saweto-endurecer-condena-madereros-asesinato-lideres-indigenas-peru/,2025-04-15,2025,4,15,16
De charco a humedal: la transformación de un ecosistema que se convirtió en hogar de 24 mil aves,12 Abr 2025,Nicole Landín Jurado,https://es.mongabay.com/2025/04/de-charco-a-humedal-la-transformacion-de-un-ecosistema-que-se-convirtio-en-hogar-de-24-mil-aves/,2025-04-12,2025,4,12,18
"Corte IDH condena a Perú, Ecuador y Colombia por violaciones de derechos humanos | Coyuntura ambiental",12 Abr 2025,Mongabay Latam,https://es.mongabay.com/2025/04/corte-idh-condena-peru-ecuador-colombia-violaciones-derechos-humanos/,2025-04-12,2025,4,12,16
"#EnCorto: violencia, narcotráfico y minería ilegal presionan la Reserva Nacional Tambopata en Perú",11 Abr 2025,Mongabay Latam,https://es.mongabay.com/2025/04/en-corto-violencia-narcotrafico-mineria-ilegal-reserva-tambopata-peru/,2025-04-11,2025,4,11,13
Imágenes aéreas muestran los vuelos de la muerte: líderes indígenas asesinados y un territorio invadido por 67 narcopistas | Reportaje fotográfico,11 Abr 2025,Mongabay Latam,https://es.mongabay.com/2025/04/imagenes-aereas-indigenas-asesinados-narcopistas-reportaje-fotografico/,2025-04-11,2025,4,11,21
Indígenas yaneshas conservan semillas para combatir la anemia de los niños en la Amazonía peruana,10 Abr 2025,Geraldine Santos,https://es.mongabay.com/2025/04/indigenas-yaneshas-conservan-semillas-combatir-anemia-ninos-amazonia-peruana/,2025-04-10,2025,4,10,15
Áreas protegidas y territorios indígenas: el refugio clave para los jaguares en la Amazonía,8 Abr 2025,Antonio José Paz Cardona,https://es.mongabay.com/2025/04/areas-protegidas-territorios-indigenas-refugio-clave-jaguares-amazonia/,2025-04-08,2025,4,8,14
“La nueva Ley Forestal es un incentivo perverso que impulsa la deforestación de los bosques” | ENTREVISTA,5 Abr 2025,Geraldine Santos,https://es.mongabay.com/podcast/2025/04/nueva-ley-forestal-incentivo-perverso-deforestacion-bosques-entrevista-julia-urrunaga/,2025-04-05,2025,4,5,17
La reintroducción de los jaguares: ¿qué pasa con los animales que son rescatados del tráfico?,3 Abr 2025,Yvette Sierra Praeli,https://es.mongabay.com/2025/04/reintroduccion-jaguares-animales-rescatados-trafico/,2025-04-03,2025,4,3,15
La nutria gigante lucha por prevalecer: científicos identifican 22 zonas claves para protegerla,1 Abr 2025,Geraldine Santos,https://es.mongabay.com/2025/04/nutria-gigante-lucha-por-prevalecer-identifican-zonas-claves-para-protegerla/,2025-04-01,2025,4,1,13
Las guardianas del huicungo en Perú: mujeres yine protegen palmeras alrededor del Parque Nacional Alto Purús,31 Mar 2025,Geraldine Santos,https://es.mongabay.com/2025/03/guardianas-huicungo-peru-mujeres-yine-protegen-palmeras-parque-alto-purus/,2025-03-31,2025,3,31,16
"¿Cómo la pesca ilegal, las bandas criminales de piratas y la contaminación por plásticos están amenazando los mares peruanos? Lecturas ambientales",30 Mar 2025,Mongabay Latam,https://es.mongabay.com/2025/03/pesca-ilegal-piratas-contaminacion-plasticos-destruyendo-mares-peruanos/,2025-03-30,2025,3,30,21
#EnCorto: una reserva indígena para proteger a los pueblos aislados de Perú,28 Mar 2025,Mongabay Latam,https://es.mongabay.com/2025/03/en-corto-reserva-indigena-proteger-pueblos-aislados-peru/,2025-03-28,2025,3,28,12
Lluvias e inundaciones en cuatro países de Sudamérica dejan más de 170 personas fallecidas,27 Mar 2025,Yvette Sierra Praeli,https://es.mongabay.com/2025/03/lluvias-inundaciones-sudamerica-personas-fallecidas/,2025-03-27,2025,3,27,14
¿Qué está pasando con la pesca ilegal frente a la Reserva Nacional de Illescas? | Podcast,26 Mar 2025,Mongabay Latam,https://es.mongabay.com/podcast/2025/03/que-esta-pasando-con-la-pesca-ilegal-en-la-resera-nacional-de-illescas-podcast/,2025-03-26,2025,3,26,16
Día mundial de la adaptación al cambio climático: cuatro iniciativas que luchan contra la inminente escasez de agua dulce,26 Mar 2025,Mongabay Latam,https://es.mongabay.com/2025/03/dia-mundial-adaptacion-cambio-climatico-conservacion-agua-dulce/,2025-03-26,2025,3,26,19
“Ley mordaza” a ONG en Perú pone en riesgo las demandas de las poblaciones más vulnerables contra el Estado,25 Mar 2025,Yvette Sierra Praeli,https://es.mongabay.com/2025/03/ley-mordaza-peru-riesgo-demandas-poblaciones-vulnerables-contra-estado/,2025-03-25,2025,3,25,19
El mar peruano que baña la Reserva Nacional de Illescas es acechado por la pesca ilegal,24 Mar 2025,Ramiro Escobar,https://es.mongabay.com/2025/03/mar-peruano-reserva-illescas-acechado-pesca-ilegal/,2025-03-24,2025,3,24,16
"Sol y Luna, los dos cachorros de jaguar rescatados del tráfico de fauna silvestre en Perú",24 Mar 2025,Geraldine Santos,https://es.mongabay.com/2025/03/sol-luna-cachorros-jaguar-rescatados-trafico-fauna-silvestre-peru/,2025-03-24,2025,3,24,16
El empresariado de China llega a la Amazonía y genera controversia | LIBRO,22 Mar 2025,Timothy J. Killeen,https://es.mongabay.com/2025/03/empresariado-china-amazonia-controversia-infraestructura-libro/,2025-03-22,2025,3,22,13
Gobierno peruano ratifica sanciones económicas a 11 empresas pesqueras por pescar ilegalmente en Reserva Nacional de Paracas,21 Mar 2025,Lourdes Fernández Calvo,https://es.mongabay.com/2025/03/gobierno-peruano-ratifica-sanciones-economicas-empresas-pescar-ilegalmente-paracas/,2025-03-21,2025,3,21,17
En Koshireni siete familias protegen el bosque de los madereros y ayudan a preservar a indígenas en aislamiento,20 Mar 2025,Geraldine Santos,https://es.mongabay.com/2025/03/koshiremi-familias-protegen-bosque-madereros-peru/,2025-03-20,2025,3,20,18
Pueblos indígenas denunciaron ante la Comisión Interamericana de Derechos Humanos la superposición de nuevas áreas petroleras en sus territorios,19 Mar 2025,Yvette Sierra Praeli,https://es.mongabay.com/2025/03/pueblos-indigenas-denunciaron-superposicion-areas-petroleras-peru/,2025-03-19,2025,3,19,19
La comercialización sin control del aguaje pone en peligro los bosques de palmeras en Perú,18 Mar 2025,Geraldine Santos,https://es.mongabay.com/2025/03/comercializacion-sin-control-aguaje-peru/,2025-03-18,2025,3,18,15
"Imágenes revelan la tragedia de los cóndores: disparos, envenenamiento y contaminación amenazan a la especie en Sudamérica | Reportaje fotográfico",14 Mar 2025,Mongabay Latam,https://es.mongabay.com/2025/03/imagenes-revelan-tragedia-condores-sudamerica-reportaje-fotografico/,2025-03-14,2025,3,14,20
En Perú introducen ilegalmente a los capibaras en la comercialización de carnes silvestres,14 Mar 2025,Geraldine Santos,https://es.mongabay.com/2025/03/peru-introducen-ilegalmente-capibaras-comercializacion-carnes-silvestres/,2025-03-14,2025,3,14,13
El hombre que demandó a una empresa alemana por el deshielo de glaciares en Perú espera fallo clave,13 Mar 2025,Ana Cristina Alvarado,https://es.mongabay.com/2025/03/hombre-demando-empresa-alemana-deshielo-glaciares-peru-fallo-clave/,2025-03-13,2025,3,13,18
Deficiente fiscalización de autoridades peruanas facilita transporte irregular de más de 1500 toneladas de tiburones protegidos,12 Mar 2025,Cristina Fernández Aguilar,https://es.mongabay.com/2025/03/deficiente-fiscalizacion-autoridades-peruanas-facilita-transporte-irregular-toneladas-tiburones-protegidos/,2025-03-12,2025,3,12,16
Crece la minería ilegal en Perú: 50 nuevas dragas ponen en riesgo al río Nanay y comunidades indígenas,11 Mar 2025,Yvette Sierra Praeli,https://es.mongabay.com/2025/03/crece-mineria-ilegal-peru-nuevas-dragas-riesgo-rio-nanay-comunidades-indigenas/,2025-03-11,2025,3,11,18
Estudio muestra el impacto del extractivismo y la ilegalidad en la vida de las mujeres en la Amazonía de Perú y Colombia,8 Mar 2025,Yvette Sierra Praeli,https://es.mongabay.com/2025/03/extractivismo-violencia-contra-mujeres-ilegalidad-amazonia-peru-y-colombia/,2025-03-08,2025,3,8,22
Día Internacional de la Mujer: tres defensoras ambientales que se enfrentan al poder en América Latina,8 Mar 2025,Astrid Arellano,https://es.mongabay.com/2025/03/dia-internacional-de-la-mujer-tres-mujeres-retos-ambientales-poder-america-latina/,2025-03-08,2025,3,8,16
Pescadores artesanales de El Ñuro luchan por subsistir tras maretazo en Perú,7 Mar 2025,Lourdes Fernandez,https://es.mongabay.com/2025/03/pescadores-artesanales-nuro-luchan-subsistir-tras-maretazo-peru/,2025-03-07,2025,3,7,12
Más de 1300 animales estarían en peligro por la futura construcción del Arena de Lima dentro de un zoológico,6 Mar 2025,Yvette Sierra Praeli,https://es.mongabay.com/2025/03/animales-peligro-construccion-arena-de-lima-peru-zoologico/,2025-03-06,2025,3,6,19
Minería ilegal en la Amazonía: “La gobernanza criminal se está expandiendo y está siendo cada vez más violenta” | ENTREVISTA,2 Mar 2025,Emilia Delfino,https://es.mongabay.com/2025/03/mineria-ilegal-amazonia-violencia-criminal-gobernanza-hoetmer-entrevista/,2025-03-02,2025,3,2,20
¿Qué sucede en la Amazonía peruana con los derrames de petróleo y pasivos ambientales? | Podcast,1 Mar 2025,Geraldine Santos,https://es.mongabay.com/podcast/2025/03/amazonia-peru-derrames-de-petroleo-y-pasivos-ambientales-podcast/,2025-03-01,2025,3,1,16
La cara oscura de la agroindustria en Perú: deforestación y conflictos se expanden en la Amazonía,26 Feb 2025,Yvette Sierra Praeli,https://es.mongabay.com/2025/02/cara-oscura-agroindustria-peru-deforestacion-conflictos-amazonia/,2025-02-26,2025,2,26,16
Dos derrames de petróleo en menos de una semana afectan a cientos de familias indígenas en Perú,25 Feb 2025,Geraldine Santos,https://es.mongabay.com/2025/02/dos-derrames-petroleo-afectan-cientos-familias-indigenas-peru/,2025-02-25,2025,2,25,17
Astilleros ilegales en Perú: el mercado negro detrás de la construcción prohibida de embarcaciones,24 Feb 2025,Enrique Vera,https://es.mongabay.com/2025/02/astilleros-ilegales-peru-mercado-negro-construccion-prohibida-embarcaciones/,2025-02-24,2025,2,24,14
“Es imposible pensar en hacer frente al narcotráfico sin pensar en escala global” | ENTREVISTA,22 Feb 2025,Geraldine Santos,https://es.mongabay.com/podcast/2025/02/narcotrafico-peru-nicolas-zevallos-economias-ilegales-violencia-entrevista/,2025-02-22,2025,2,22,15
Oso de anteojos: campesinos se unen a científicos para proteger la especie,21 Feb 2025,Astrid Arellano,https://es.mongabay.com/2025/02/oso-de-anteojos-campesinos-cientificos-conservacion/,2025-02-21,2025,2,21,12
Pérdidas millonarias: el costo oculto de la contaminación de plásticos para Perú y Ecuador,20 Feb 2025,Ana Cristina Alvarado,https://es.mongabay.com/2025/02/perdidas-millonarias-contaminacion-plasticos-oceanos-peru-ecuador/,2025-02-20,2025,2,20,14
Mongabay Latam lanza beca para contar historias sobre océanos,18 Feb 2025,Mongabay Latam,https://es.mongabay.com/2025/02/mongabay-latam-beca-historias-oceanos/,2025-02-18,2025,2,18,9
Las ecoguardias se arman con tecnología para proteger al Parque Nacional del Manu en Perú,18 Feb 2025,Enrique Vera,https://es.mongabay.com/2025/02/ecoguardias-tecnologia-proteger-parque-nacional-manu-peru/,2025-02-18,2025,2,18,15
"Vivir entre petróleo: así es Negritos, una de las ciudades con la mayor crisis ambiental en Perú | Reportaje fotográfico",17 Feb 2025,Mongabay Latam,https://es.mongabay.com/2025/02/vivir-entre-petroleo-negritos-crisis-ambiental-peru-reportaje-fotografico/,2025-02-17,2025,2,17,20
Perú: funcionarios investigados por beneficiar a empresas exportadoras de aletas de tiburón decidirán sobre compañías que pescan ilegalmente en Paracas,16 Feb 2025,Lourdes Fernández Calvo,https://es.mongabay.com/2025/02/peru-funcionarios-investigados-por-beneficiar-a-empresas-exportadoras-de-aletas-de-tiburon-decidiran-sobre-companias-que-pescan-ilegalmente-en-paracas/,2025-02-16,2025,2,16,20
¿Por qué amenazan a los científicos en Latinoamérica? | Podcast,15 Feb 2025,Mongabay Latam,https://es.mongabay.com/podcast/2025/02/por-que-amenazan-a-los-cientificos-en-latinoamerica-podcast/,2025-02-15,2025,2,15,10
La huella devastadora del avance de la deforestación menonita en la selva de Perú | Reportaje fotográfico,14 Feb 2025,Mongabay Latam,https://es.mongabay.com/2025/02/huella-devastadora-deforestacion-menonita-peru-reportaje-fotografico/,2025-02-14,2025,2,14,17
Carreteras en la Amazonía peruana: de vías de conexión a caminos para el narcotráfico y la minería ilegal,13 Feb 2025,Yvette Sierra Praeli,https://es.mongabay.com/2025/02/carreteras-amazonia-peruana-narcotrafico-mineria-ilegal/,2025-02-13,2025,2,13,18
Oso de anteojos captado por cámaras trampa en la selva peruana: descubre los secretos de Sacha Causay,10 Feb 2025,Geraldine Santos,https://es.mongabay.com/2025/02/oso-de-anteojos-captado-camaras-trampa-peru-secretos-sacha-causay/,2025-02-10,2025,2,10,17
¿Perú está preparado para cumplir con la nueva Ley de Deforestación Cero de la Unión Europea? | Podcast,8 Feb 2025,Geraldine Santos,https://es.mongabay.com/podcast/2025/02/peru-nueva-ley-deforestacion-cero-union-europea-entrevista/,2025-02-08,2025,2,8,18
Congreso peruano retrasa discusión sobre proyectos legislativos que buscan evitar la pesca industrial en áreas protegidas,6 Feb 2025,Lourdes Fernández Calvo,https://es.mongabay.com/2025/02/congreso-peruano-retrasa-discusion-proyectos-legislativos-buscan-evitar-pesca-industrial-areas-protegidas/,2025-02-06,2025,2,6,16
"“Usar pisos de parquet de un árbol que tiene 800 años, más que un lujo o progreso, debería ser visto como una aberración” | Podcast",5 Feb 2025,Geraldine Santos,https://es.mongabay.com/podcast/2025/02/shihuahuaco-amenazas-tala-peru-entrevista/,2025-02-05,2025,2,5,25
Día Mundial de los Humedales: las amenazas que ponen en riesgo a estas reservas de agua en la región,2 Feb 2025,Yvette Sierra Praeli,https://es.mongabay.com/2025/02/dia-mundial-de-los-humedales-amenazas-reservas-de-agua/,2025-02-02,2025,2,2,19
Castañeros y guardianes: productores impiden el ingreso de la minería ilegal en áreas protegidas de la Amazonía peruana,31 Ene 2025,Geraldine Santos,https://es.mongabay.com/2025/01/castaneros-guardianes-productores-impiden-ingreso-mineria-ilegal-areas-protegidas-amazonia-peruana/,2025-01-31,2025,1,31,18
¿De qué manera afecta al sector ambiental en el Perú el congelamiento de los aportes de USAID? | OPINIÓN,30 Ene 2025,Enrique Ortiz,https://es.mongabay.com/2025/01/afecta-al-sector-ambiental-peru-congelamiento-aportes-de-usaid/,2025-01-30,2025,1,30,19
Las hijas de la yuca: mujeres bora procesan tubérculos como alternativa a actividades ilegales,29 Ene 2025,Geraldine Santos,https://es.mongabay.com/2025/01/hijas-de-la-yuca-mujeres-procesan-tuberculos-alternativa-actividades-ilegales/,2025-01-29,2025,1,29,14
"Descubren 27 nuevas especies en el paisaje del Alto Mayo, en la Amazonía peruana",28 Ene 2025,Geraldine Santos,https://es.mongabay.com/2025/01/descubren-nuevas-especies-bosque-de-proteccion-alto-mayo-amazonia-peruana/,2025-01-28,2025,1,28,14
Perú: propuesta de decreto supremo abriría la puerta a la pesca ilegal en áreas protegidas,27 Ene 2025,Michelle Carrere,https://es.mongabay.com/2025/01/peru-propuesta-decreto-supremo-abriria-puerta-pesca-ilegal-areas-protegidas/,2025-01-27,2025,1,27,15
Piratas extorsionan y asesinan a pescadores artesanales en la costa norperuana sin respuesta de las autoridades,20 Ene 2025,Mongabay Latam,https://es.mongabay.com/2025/01/piratas-extorsionan-asesinan-pescadores-artesanales-costa-norperuana-sin-respuesta-autoridades/,2025-01-20,2025,1,20,16
"Violencia contra defensores, crimen organizado, crisis climática: desafíos ambientales que enfrenta Latinoamérica en 2025",19 Ene 2025,Mongabay Latam,https://es.mongabay.com/2025/01/violencia-contra-defensores-crimen-organizado-crisis-climatica-desafios-ambientales-latinoamerica/,2025-01-19,2025,1,19,14
Martin von Hildebrand: “Estos son los dos años políticos más importantes de la Amazonía” | ENTREVISTA,19 Ene 2025,Emilia Delfino,https://es.mongabay.com/2025/01/martin-von-hildebrand-dos-anos-politicos-mas-importantes-de-amazonia-entrevista/,2025-01-19,2025,1,19,16
"#EnCorto: a tres años del derrame de Repsol, cinco claves sobre sus impactos en el mar de Perú",17 Ene 2025,Mongabay Latam,https://es.mongabay.com/2025/01/en-corto-derrame-petroleo-repsol-cinco-claves-sobre-impactos-mar-peru/,2025-01-17,2025,1,17,18
“El impacto de la extensión de los plazos para formalizar la minería va a ser nefasto” | ENTREVISTA,17 Ene 2025,Geraldine Santos,https://es.mongabay.com/podcast/2025/01/impacto-extension-plazos-formalizar-mineria-nefasto-peru-entrevista/,2025-01-17,2025,1,17,18
Desafíos ambientales de Perú 2025: urge la lucha eficaz contra las economías ilícitas y preocupan las consecuencias del debilitamiento ambiental,13 Ene 2025,Yvette Sierra Praeli,https://es.mongabay.com/2025/01/desafios-ambientales-peru-urge-lucha-eficaz-contra-economias-ilicitas/,2025-01-13,2025,1,13,20
Narcopistas en la Amazonía peruana amenazan pueblos indígenas y ecosistemas sensibles | Cinco lecturas sobre el tema,12 Ene 2025,Mongabay Latam,https://es.mongabay.com/2025/01/narcopistas-amazonia-peruana-amenazan-pueblos-indigenas-ecosistemas-sensibles/,2025-01-12,2025,1,12,17
¿Cómo avanza Perú en la implementación del reglamento cero deforestación de la Unión Europea?,8 Ene 2025,Mongabay Latam,https://es.mongabay.com/video/2025/01/peru-implementacion-reglamento-cero-deforestacion-union-europea/,2025-01-08,2025,1,8,14
Las deudas ambientales en Perú 2024: un año de debilitamiento ambiental y el avance de las economías ilegales,6 Ene 2025,Yvette Sierra Praeli,https://es.mongabay.com/2025/01/deudas-ambientales-peru-2024-debilitamiento-ambiental-avance-economia-ilegales/,2025-01-06,2025,1,6,18
Cámaras trampa: 10 imágenes asombrosas que registraron a especies emblemáticas en 2024,3 Ene 2025,Mongabay Latam,https://es.mongabay.com/2025/01/camaras-trampa-imagenes-asombrosas-que-registraron-especies-emblematicas-2024/,2025-01-03,2025,1,3,12
Los animales que protagonizaron las historias ambientales en 2024,3 Ene 2025,Mongabay Latam,https://es.mongabay.com/2025/01/animales-que-protagonizaron-las-historias-ambientales-2024/,2025-01-03,2025,1,3,9
“Hubo presión de una alianza de países latinoamericanos» para postergar la Ley Cero Deforestación de la UE | ENTREVISTA,30 Dic 2024,"Ana Cristina Alvarado, Yvette Sierra Praeli",https://es.mongabay.com/2024/12/presion-alianza-paises-latinoamericanos-para-postergar-ley-cero-deforestacion-entrevista/,2024-12-30,2024,12,30,19
20 fotos muestran el estado ambiental de América Latina en 2024,28 Dic 2024,Ana Cristina Alvarado,https://es.mongabay.com/2024/12/fotos-muestran-estado-ambiental-america-latina-2024/,2024-12-28,2024,12,28,11
Derrame de petróleo amenaza una de las áreas marinas más biodiversas de Perú,24 Dic 2024,Carlos Chunga,https://es.mongabay.com/2024/12/derrame-de-petroleo-amenaza-areas-marinas-biodiversas-peru/,2024-12-24,2024,12,24,13
Latinoamérica: los 12 videos ambientales de 2024,23 Dic 2024,Mongabay Latam,https://es.mongabay.com/2024/12/latinoamerica-videos-ambientales-de-2024/,2024-12-23,2024,12,23,7
Perú: productores de café y cacao preocupados por lenta implementación del reglamento anti deforestación de la Unión Europea,19 Dic 2024,Lourdes Fernández Calvo,https://es.mongabay.com/2024/12/peru-productores-cafe-cacao-preocupados-por-lenta-implementacion-reglamento-anti-deforestacion-union-europea/,2024-12-19,2024,12,19,18
Perú: las 10 historias ambientales que marcaron el 2024,16 Dic 2024,Yvette Sierra Praeli,https://es.mongabay.com/2024/12/peru-historias-ambientales-que-marcaron-2024/,2024-12-16,2024,12,16,9
Megapuerto de Chancay: los impactos ambientales del proyecto chino que preocupan a los peruanos,16 Dic 2024,Lourdes Fernandez,https://es.mongabay.com/2024/12/megapuerto-de-chancay-impactos-ambientales-proyecto-chino-preocupan-peruanos/,2024-12-16,2024,12,16,14
Una migración accidentada y diversificada en el Perú | LIBRO,14 Dic 2024,Timothy J. Killeen,https://es.mongabay.com/2024/12/migracion-accidentada-diversificada-peru-libro/,2024-12-14,2024,12,14,10
Ampliación de formalización minera en el Perú genera controversia y afectaría al medioambiente | Cinco lecturas sobre el tema,7 Dic 2024,Mongabay Latam,https://es.mongabay.com/2024/12/ampliacion-formalizacion-minera-peru-genera-controversia-afectaria-al-medioambiente/,2024-12-07,2024,12,7,19
Los vuelos de la muerte: más de 60 pistas de aterrizaje clandestinas son utilizadas para el transporte de droga en Perú,7 Dic 2024,Mongabay Latam,https://es.mongabay.com/video/2024/12/vuelos-de-la-muerte-pistas-de-aterrizaje-clandestinas-son-utilizadas-para-transporte-de-droga-peru/,2024-12-07,2024,12,7,21
Los territorios indígenas amazónicos fragmentados también son sitios importantes de conservación | ESTUDIO,6 Dic 2024,Ana Cristina Alvarado,https://es.mongabay.com/2024/12/territorios-indigenas-amazonicos-fragmentados-tambien-son-sitios-importantes-de-conservacion-estudio/,2024-12-06,2024,12,6,13
Los Villanos de Tahuamanu: los traficantes que ingresan madera ilegal desde Bolivia a Perú,5 Dic 2024,Yvette Sierra Praeli,https://es.mongabay.com/2024/12/los-villanos-de-tahuamanu-traficantes-que-ingresan-madera-ilegal-desde-bolivia-a-peru/,2024-12-05,2024,12,5,14
Los vuelos de la muerte,4 Dic 2024,,https://es.mongabay.com/specials/2024/12/los-vuelos-de-la-muerte/,2024-12-04,2024,12,4,5
"Perú: en medio de críticas, el Congreso amplía por seis meses el plazo para la formalización minera",2 Dic 2024,Geraldine Santos,https://es.mongabay.com/2024/12/peru-en-medio-de-criticas-congreso-amplia-plazo-para-formalizacion-minera/,2024-12-02,2024,12,2,17
#ExpediciónVirtual | Tres santuarios naturales que resguardan a los únicos mamíferos voladores del mundo y a orquídeas,30 Nov 2024,Mongabay Latam,https://es.mongabay.com/2024/11/expedicion-virtual-santuarios-naturales-resguardan-unicos-mamiferos-voladores-del-mundo-orquideas/,2024-11-30,2024,11,30,17
Expedición virtual: el área protegida con la mayor cantidad de orquídeas en Perú,29 Nov 2024,Geraldine Santos,https://es.mongabay.com/2024/11/expedicion-virtual-area-protegida-con-la-mayor-cantidad-de-orquideas-peru/,2024-11-29,2024,11,29,13
#EnCorto: minería ilegal y narcotráfico amenazan a la Reserva Comunal El Sira,21 Nov 2024,Mongabay Latam,https://es.mongabay.com/2024/11/encorto-mineria-ilegal-y-narcotrafico-amenazan-a-la-reserva-comunal-el-sira/,2024-11-21,2024,11,21,12
Droga de alto vuelo en Perú: comunidades nativas de Atalaya viven sitiadas por el narcotráfico y más de 30 pistas clandestinas,12 Nov 2024,Mongabay Latam,https://es.mongabay.com/2024/11/droga-de-alto-vuelo-en-peru-comunidades-nativas-de-atalaya-viven-sitiadas-por-el-narcotrafico-y-mas-de-20-pistas-clandestinas/,2024-11-12,2024,11,12,21
Las pistas ilegales que exponen al pueblo kakataibo a la violencia del narcotráfico,12 Nov 2024,Mongabay Latam,https://es.mongabay.com/2024/11/las-pistas-ilegales-que-exponen-al-pueblo-kakataibo-a-la-violencia-del-narcotrafico/,2024-11-12,2024,11,12,13
Los vuelos de la selva central: 15 narcopistas acorralan a dos comunidades nativas de Huánuco y Pasco,12 Nov 2024,Mongabay Latam,https://es.mongabay.com/2024/11/los-vuelos-de-la-selva-central-15-narcopistas-comunidades-nativas-huanuco-y-pasco/,2024-11-12,2024,11,12,17
Concesiones de alto vuelo: pistas de aterrizaje clandestinas y cultivos de coca invaden tierras forestales de Ucayali,12 Nov 2024,Mongabay Latam,https://es.mongabay.com/2024/11/concesiones-de-alto-vuelo-pistas-de-aterrizaje-clandestinas-y-cultivos-de-coca-invaden-tierras-forestales-de-ucayali/,2024-11-12,2024,11,12,17
La calma antes de la tormenta: la primera mitad del siglo XX | LIBRO,11 Nov 2024,Timothy J. Killeen,https://es.mongabay.com/2024/11/la-calma-antes-de-la-tormenta-la-primera-mitad-del-siglo-xx-libro/,2024-11-11,2024,11,11,14
Perú: reciente derrame de petróleo en el río Pastaza ocurrió en una zona con 69 sitios impactados por hidrocarburos,8 Nov 2024,Geraldine Santos,https://es.mongabay.com/2024/11/peru-reciente-derrame-de-petroleo-en-el-rio-pastaza-ocurrio-en-una-zona-con-69-sitios-impactados-por-hidrocarburos/,2024-11-08,2024,11,8,19
